Slice,Area,file,id_number,TxRed,YFP,integrated_old
429,562,3421,2,110.64300000000003,205.0,205.0
428,455,3421,2,113.87,211.728,211.728
427,342,3421,2,112.05800000000002,208.75699999999998,208.75699999999998
426,368,3421,2,119.21700000000001,218.16600000000005,218.16600000000005
425,348,3421,2,121.864,219.18099999999998,219.18099999999998
424,381,3421,2,111.69300000000001,207.557,207.557
423,272,3421,2,122.60899999999998,207.34400000000005,207.34400000000005
422,338,3421,2,121.76899999999995,214.919,214.919
421,235,3421,2,112.78399999999999,205.49099999999999,205.49099999999999
420,485,3421,2,126.65299999999999,237.11500000000004,237.11500000000004
419,366,3421,2,129.799,228.323,228.323
418,424,3421,2,135.70599999999996,249.69400000000002,249.69400000000002
417,261,3421,2,144.41100000000003,251.008,251.008
416,307,3421,2,137.61499999999998,252.109,252.109
415,275,3421,2,130.12800000000001,234.86800000000005,234.86800000000005
414,347,3421,2,129.07,245.88099999999994,245.88099999999994
413,233,3421,2,127.98399999999998,262.30600000000004,262.30600000000004
412,408,3421,2,140.36300000000003,269.76699999999994,269.76699999999994
411,433,3421,2,135.68999999999997,271.93999999999994,271.93999999999994
410,325,3421,2,134.333,257.707,257.707
409,348,3421,2,130.64799999999997,238.907,238.907
408,268,3421,2,135.82100000000005,254.56000000000006,254.56000000000006
407,210,3421,2,131.99200000000002,260.84399999999994,260.84399999999994
406,261,3421,2,135.80300000000003,244.59500000000003,244.59500000000003
405,237,3421,2,128.417,235.68200000000002,235.68200000000002
404,214,3421,2,133.95000000000002,226.68499999999997,226.68499999999997
403,376,3421,2,144.058,275.167,275.167
402,423,3421,2,144.169,272.077,272.077
401,394,3421,2,145.22400000000002,269.957,269.957
400,325,3421,2,147.36,280.78,280.78
399,325,3421,2,139.91799999999998,265.32399999999996,265.32399999999996
398,240,3421,2,141.78500000000003,259.30999999999995,259.30999999999995
397,317,3421,2,134.992,255.111,255.111
396,211,3421,2,139.702,275.221,275.221
395,358,3421,2,135.75799999999998,271.508,271.508
394,493,3421,2,137.036,263.499,263.499
393,336,3421,2,143.97100000000003,279.493,279.493
392,362,3421,2,134.62400000000002,258.605,258.605
391,353,3421,2,139.14200000000002,255.935,255.935
390,303,3421,2,130.94,246.28500000000005,246.28500000000005
389,280,3421,2,131.09799999999996,244.223,244.223
388,414,3421,2,147.60800000000003,286.56800000000004,286.56800000000004
387,308,3421,2,145.488,298.273,298.273
386,289,3421,2,147.152,280.451,280.451
385,264,3421,2,144.909,274.802,274.802
384,246,3421,2,157.704,298.40000000000003,298.40000000000003
383,238,3421,2,137.216,282.26399999999995,282.26399999999995
382,174,3421,2,152.362,278.81600000000003,278.81600000000003
381,380,3421,2,148.07099999999997,290.515,290.515
380,368,3421,2,140.25799999999998,287.6700000000001,287.6700000000001
379,259,3421,2,137.40200000000002,254.51000000000002,254.51000000000002
378,269,3421,2,142.40800000000004,275.73499999999996,275.73499999999996
377,269,3421,2,141.84599999999998,283.73199999999997,283.73199999999997
376,215,3421,2,138.39999999999995,268.017,268.017
375,359,3421,2,141.52099999999996,296.054,296.054
374,284,3421,2,142.238,303.172,303.172
373,359,3421,2,139.12599999999998,276.985,276.985
372,251,3421,2,134.99099999999999,275.563,275.563
371,205,3421,2,145.18099999999998,278.41,278.41
370,254,3421,2,127.869,269.431,269.431
369,181,3421,2,138.95999999999998,282.75800000000004,282.75800000000004
368,378,3421,2,154.31900000000002,298.943,298.943
367,383,3421,2,150.65,305.161,305.161
366,256,3421,2,153.154,314.99,314.99
365,248,3421,2,157.77300000000002,298.17999999999995,298.17999999999995
364,292,3421,2,149.025,284.381,284.381
363,239,3421,2,150.44799999999998,313.38500000000005,313.38500000000005
362,387,3421,2,155.53,301.731,301.731
361,325,3421,2,159.29299999999998,310.65600000000006,310.65600000000006
360,331,3421,2,156.51200000000003,304.846,304.846
359,273,3421,2,161.114,303.74399999999997,303.74399999999997
358,279,3421,2,150.89000000000001,286.10799999999995,286.10799999999995
357,218,3421,2,143.228,308.14199999999994,308.14199999999994
356,384,3421,2,139.79500000000004,298.33799999999997,298.33799999999997
355,431,3421,2,129.412,285.063,285.063
354,700,3421,2,99.47899999999996,211.275,211.275
353,692,3421,2,97.42599999999999,200.77799999999996,200.77799999999996
352,589,3421,2,88.84800000000001,190.57199999999997,190.57199999999997
351,616,3421,2,78.36400000000003,159.00500000000002,159.00500000000002
350,880,3421,2,96.96699999999998,206.89200000000002,206.89200000000002
349,669,3421,2,90.244,187.394,187.394
348,677,3421,2,89.953,196.29,196.29
347,643,3421,2,87.09199999999998,186.93699999999998,186.93699999999998
346,554,3421,2,70.64000000000001,162.086,162.086
345,555,3421,2,78.51599999999999,163.85700000000003,163.85700000000003
344,493,3421,2,81.34,159.07400000000004,159.07400000000004
343,468,3421,2,71.037,155.08700000000002,155.08700000000002
342,737,3421,2,104.72200000000001,219.51800000000003,219.51800000000003
341,701,3421,2,95.65899999999999,205.49400000000003,205.49400000000003
340,700,3421,2,99.912,206.87399999999997,206.87399999999997
339,601,3421,2,99.47200000000001,205.687,205.687
338,555,3421,2,96.73799999999997,209.227,209.227
337,560,3421,2,86.012,193.25000000000003,193.25000000000003
336,683,3421,2,113.17699999999999,243.08300000000003,243.08300000000003
335,661,3421,2,104.23499999999999,227.312,227.312
334,627,3421,2,95.029,207.021,207.021
333,575,3421,2,93.90799999999999,207.55300000000005,207.55300000000005
332,774,3421,2,122.345,251.07199999999997,251.07199999999997
331,734,3421,2,117.977,243.177,243.177
330,644,3421,2,119.95000000000002,250.111,250.111
329,611,3421,2,117.52200000000002,239.06599999999995,239.06599999999995
328,536,3421,2,111.80199999999999,252.50899999999996,252.50899999999996
327,701,3421,2,127.20099999999996,290.745,290.745
326,710,3421,2,122.007,272.041,272.041
325,601,3421,2,117.71600000000001,273.6120000000001,273.6120000000001
324,502,3421,2,115.81000000000003,271.406,271.406
323,563,3421,2,105.38300000000001,229.39800000000002,229.39800000000002
322,805,3421,2,121.75999999999999,263.23199999999997,263.23199999999997
321,656,3421,2,117.85499999999999,254.70100000000002,254.70100000000002
320,676,3421,2,120.48499999999996,249.73000000000005,249.73000000000005
319,554,3421,2,112.54300000000003,232.734,232.734
318,539,3421,2,112.57400000000001,226.70900000000003,226.70900000000003
317,706,3421,2,128.355,262.374,262.374
316,655,3421,2,133.886,268.763,268.763
315,639,3421,2,121.13300000000001,256.582,256.582
314,563,3421,2,119.93000000000004,240.69199999999998,240.69199999999998
313,498,3421,2,120.69699999999997,235.41699999999997,235.41699999999997
312,657,3421,2,139.087,297.02600000000007,297.02600000000007
311,567,3421,2,127.34099999999998,285.57399999999996,285.57399999999996
310,572,3421,2,122.51500000000001,267.361,267.361
309,582,3421,2,107.946,230.41700000000003,230.41700000000003
308,523,3421,2,110.166,209.41099999999997,209.41099999999997
307,504,3421,2,106.49600000000001,203.606,203.606
306,431,3421,2,96.203,182.65700000000004,182.65700000000004
305,694,3421,2,125.99100000000001,243.407,243.407
304,653,3421,2,120.15999999999997,228.73400000000004,228.73400000000004
303,578,3421,2,119.626,224.50500000000005,224.50500000000005
302,521,3421,2,115.33100000000002,229.398,229.398
301,504,3421,2,113.72200000000001,214.65900000000005,214.65900000000005
300,436,3421,2,112.31700000000001,202.66600000000003,202.66600000000003
299,687,3421,2,111.50200000000001,229.99200000000002,229.99200000000002
298,630,3421,2,106.54399999999998,230.78099999999998,230.78099999999998
297,549,3421,2,106.00999999999999,226.06000000000003,226.06000000000003
296,517,3421,2,108.92899999999997,224.89000000000004,224.89000000000004
295,472,3421,2,99.10499999999999,205.36199999999994,205.36199999999994
294,742,3421,2,116.67299999999997,258.533,258.533
293,658,3421,2,114.16499999999999,250.78300000000004,250.78300000000004
292,596,3421,2,110.15399999999997,235.236,235.236
291,534,3421,2,108.81199999999998,238.91199999999995,238.91199999999995
290,505,3421,2,108.04400000000001,225.38200000000003,225.38200000000003
289,460,3421,2,99.392,223.04199999999994,223.04199999999994
288,592,3421,2,115.92700000000002,256.11899999999997,256.11899999999997
287,723,3421,2,97.995,209.96899999999997,209.96899999999997
286,617,3421,2,93.39999999999998,204.40900000000002,204.40900000000002
285,404,3421,2,110.11800000000002,240.74000000000004,240.74000000000004
284,401,3421,2,106.84,229.04800000000003,229.04800000000003
283,367,3421,2,100.845,222.371,222.371
282,366,3421,2,99.61299999999997,209.70300000000003,209.70300000000003
281,298,3421,2,100.97300000000001,208.14399999999998,208.14399999999998
280,424,3421,2,117.513,246.12599999999998,246.12599999999998
279,434,3421,2,115.57300000000001,244.822,244.822
278,408,3421,2,114.304,227.67999999999998,227.67999999999998
277,409,3421,2,113.62799999999999,227.30900000000003,227.30900000000003
276,367,3421,2,117.03399999999999,223.25599999999997,223.25599999999997
275,291,3421,2,124.48899999999998,229.78999999999996,229.78999999999996
274,463,3421,2,140.682,286.78700000000003,286.78700000000003
273,495,3421,2,127.16699999999997,252.92200000000005,252.92200000000005
272,470,3421,2,124.92499999999998,244.32700000000003,244.32700000000003
271,616,3421,2,143.71200000000002,293.88100000000003,293.88100000000003
270,598,3421,2,137.604,282.64199999999994,282.64199999999994
269,492,3421,2,137.968,282.987,282.987
268,483,3421,2,141.509,280.549,280.549
267,428,3421,2,123.332,264.421,264.421
266,471,3421,2,109.601,234.96300000000002,234.96300000000002
265,357,3421,2,124.28999999999996,230.135,230.135
264,335,3421,2,112.00099999999998,219.63699999999997,219.63699999999997
263,579,3421,2,128.94,281.72999999999996,281.72999999999996
262,600,3421,2,122.83499999999998,269.27599999999995,269.27599999999995
261,482,3421,2,125.37400000000002,272.63100000000003,272.63100000000003
260,452,3421,2,120.94600000000003,259.539,259.539
259,449,3421,2,116.40500000000003,241.44400000000002,241.44400000000002
258,545,3421,2,126.56000000000003,274.567,274.567
257,521,3421,2,120.44800000000001,258.384,258.384
256,493,3421,2,124.21200000000002,261.07499999999993,261.07499999999993
255,482,3421,2,121.88400000000001,240.904,240.904
254,458,3421,2,123.40999999999997,230.435,230.435
253,359,3421,2,123.59900000000002,230.879,230.879
252,504,3421,2,133.90000000000003,265.88800000000003,265.88800000000003
251,551,3421,2,131.015,255.89900000000003,255.89900000000003
250,456,3421,2,133.71300000000002,256.514,256.514
249,462,3421,2,128.647,249.10999999999999,249.10999999999999
248,435,3421,2,123.17900000000003,243.26000000000005,243.26000000000005
247,605,3421,2,131.858,257.206,257.206
246,577,3421,2,129.742,248.33899999999997,248.33899999999997
245,501,3421,2,131.86399999999998,248.45100000000002,248.45100000000002
244,483,3421,2,123.35900000000004,233.95600000000002,233.95600000000002
243,438,3421,2,122.86700000000002,233.57799999999997,233.57799999999997
242,392,3421,2,130.554,234.425,234.425
241,555,3421,2,137.60700000000003,258.394,258.394
240,530,3421,2,141.60500000000002,259.632,259.632
239,445,3421,2,138.599,252.206,252.206
238,405,3421,2,137.85399999999996,246.82999999999998,246.82999999999998
237,417,3421,2,126.05199999999999,238.929,238.929
