Slice,Area,file,id_number,TxRed,YFP
500,857,2134,3,23.589,45.148000000000025
499,801,2134,3,22.997000000000014,45.424999999999955
498,872,2134,3,22.548000000000002,43.39999999999998
497,913,2134,3,22.115999999999985,41.726
496,815,2134,3,22.259000000000015,44.902000000000044
495,853,2134,3,23.539999999999964,43.14699999999999
494,789,2134,3,24.194000000000017,44.916
493,779,2134,3,23.130000000000052,45.05200000000002
492,828,2134,3,21.980999999999995,44.90499999999997
491,774,2134,3,24.673000000000002,43.72500000000002
490,881,2134,3,23.628999999999962,45.124000000000024
489,878,2134,3,23.42300000000006,43.59099999999995
488,942,2134,3,22.338000000000022,44.1160000000001
487,921,2134,3,21.527000000000044,45.96199999999993
486,961,2134,3,22.119000000000028,43.24000000000001
485,858,2134,3,21.47700000000009,45.379999999999995
484,964,2134,3,23.47700000000009,45.38299999999998
483,945,2134,3,22.563000000000045,45.377999999999986
482,931,2134,3,21.343000000000018,45.77799999999996
481,968,2134,3,22.204999999999984,44.63499999999999
480,954,2134,3,21.136000000000024,45.79599999999999
479,868,2134,3,21.42199999999997,44.317000000000064
478,948,2134,3,23.276000000000067,44.263000000000034
477,953,2134,3,22.125999999999976,45.533999999999935
476,958,2134,3,23.055999999999983,46.639999999999986
475,951,2134,3,23.055999999999983,45.61600000000004
474,954,2134,3,22.279999999999973,44.233000000000004
473,950,2134,3,22.550999999999988,46.549999999999955
472,941,2134,3,22.067000000000007,47.31200000000007
471,960,2134,3,23.38499999999999,47.52899999999994
470,936,2134,3,23.236999999999966,46.87300000000005
469,944,2134,3,22.11099999999999,45.50400000000002
468,936,2134,3,22.93900000000002,47.68599999999998
467,961,2134,3,22.649999999999977,47.077
466,927,2134,3,23.29499999999996,48.50300000000004
465,916,2134,3,22.449000000000012,48.02499999999998
464,927,2134,3,22.859999999999957,47.31700000000001
463,926,2134,3,23.314999999999998,47.25899999999996
462,861,2134,3,23.726,47.966999999999985
461,945,2134,3,23.0,47.851999999999975
460,851,2134,3,23.53000000000003,46.01299999999992
459,942,2134,3,22.258000000000038,47.32600000000002
458,924,2134,3,23.295000000000016,46.41800000000006
457,944,2134,3,22.716999999999985,46.299999999999955
456,887,2134,3,24.79400000000004,47.545999999999935
455,948,2134,3,23.480999999999938,47.658000000000015
454,927,2134,3,24.02800000000002,47.685
453,855,2134,3,23.326999999999998,47.907000000000096
452,898,2134,3,21.97399999999999,49.44499999999999
451,908,2134,3,21.868999999999915,47.69499999999999
450,948,2134,3,23.024999999999977,48.29399999999998
449,912,2134,3,24.31400000000002,50.462000000000046
448,921,2134,3,23.096000000000004,49.36900000000003
447,930,2134,3,24.384000000000015,51.27999999999997
446,930,2134,3,21.460999999999956,49.254999999999995
445,955,2134,3,23.908999999999992,50.25300000000004
444,945,2134,3,23.962999999999965,50.735000000000014
443,943,2134,3,21.360000000000014,50.01299999999998
442,873,2134,3,23.514999999999986,48.478999999999985
441,943,2134,3,24.107000000000085,50.835000000000036
440,924,2134,3,23.437000000000012,49.86899999999997
439,974,2134,3,22.970999999999947,49.48200000000003
438,933,2134,3,22.799999999999955,48.361999999999966
437,931,2134,3,24.000999999999976,50.80899999999991
436,924,2134,3,22.797999999999945,49.79400000000004
435,936,2134,3,24.024999999999977,50.303000000000054
434,948,2134,3,23.876999999999953,50.238
433,946,2134,3,23.190999999999974,49.10099999999994
432,935,2134,3,25.149,50.920000000000016
431,941,2134,3,22.92199999999997,50.46600000000001
430,890,2134,3,23.088000000000022,51.334
429,917,2134,3,23.57499999999999,50.93799999999993
428,917,2134,3,23.697999999999922,52.63199999999995
427,930,2134,3,23.704000000000008,51.997000000000014
426,939,2134,3,24.216000000000065,53.11400000000003
425,919,2134,3,23.812999999999988,52.648000000000025
424,930,2134,3,24.581999999999994,51.26500000000004
423,921,2134,3,24.432999999999936,51.85699999999997
422,913,2134,3,25.966000000000065,52.55000000000001
421,921,2134,3,23.620000000000005,50.834
420,933,2134,3,24.28800000000001,49.95800000000003
419,901,2134,3,25.654999999999973,52.26700000000005
418,895,2134,3,26.857999999999947,53.03899999999999
417,928,2134,3,24.790999999999997,51.26999999999998
416,921,2134,3,24.120000000000005,51.99200000000002
415,934,2134,3,24.64199999999994,51.04599999999999
414,897,2134,3,24.39399999999995,51.57600000000002
413,928,2134,3,24.105000000000018,53.07699999999994
412,915,2134,3,24.86099999999999,53.386000000000024
411,853,2134,3,24.972999999999956,53.44999999999999
410,905,2134,3,24.800999999999988,54.160999999999945
409,938,2134,3,24.392000000000053,52.980999999999995
408,909,2134,3,24.059999999999945,52.53199999999998
407,957,2134,3,25.07299999999998,52.024
406,947,2134,3,23.30000000000001,53.266999999999996
405,960,2134,3,25.45799999999997,54.21700000000004
404,974,2134,3,24.829000000000008,52.72800000000001
403,923,2134,3,23.954999999999984,51.884000000000015
402,942,2134,3,24.88900000000001,53.77800000000002
401,930,2134,3,24.024000000000058,52.230999999999995
