Slice,Area,file,id_number,TxRed,YFP
504,1151,2231,3,177.12900000000002,109.93199999999999
503,1169,2231,3,176.779,109.32800000000003
502,1133,2231,3,180.681,108.56399999999996
501,1163,2231,3,180.215,107.55199999999999
500,1159,2231,3,180.30300000000003,110.643
499,1146,2231,3,178.29400000000004,107.50899999999999
498,1180,2231,3,183.73100000000005,109.13600000000002
497,1187,2231,3,179.85299999999998,110.03799999999998
496,1162,2231,3,183.45800000000003,111.03199999999998
495,1175,2231,3,182.79100000000003,109.13499999999999
494,1167,2231,3,178.73499999999999,110.31900000000002
493,1187,2231,3,184.274,112.43299999999999
492,1198,2231,3,183.23199999999997,109.12299999999999
491,1179,2231,3,185.29299999999998,111.97899999999998
490,1199,2231,3,186.07700000000006,111.281
489,1181,2231,3,182.73600000000002,108.638
488,1202,2231,3,185.34499999999997,113.418
487,1141,2231,3,190.064,112.38699999999997
486,1169,2231,3,192.65000000000006,113.256
485,1185,2231,3,188.222,115.417
484,1151,2231,3,185.83799999999997,112.63400000000001
483,1162,2231,3,188.283,114.797
482,1155,2231,3,185.99000000000004,113.018
481,1170,2231,3,189.91699999999997,117.31800000000001
480,1173,2231,3,194.739,115.05600000000001
479,1162,2231,3,193.80800000000002,117.238
478,1167,2231,3,193.06799999999998,122.40399999999997
477,1162,2231,3,191.37000000000006,120.20500000000001
476,1186,2231,3,192.96599999999998,115.213
475,1160,2231,3,195.183,124.851
474,1142,2231,3,195.95000000000007,120.68299999999996
473,1149,2231,3,198.28799999999995,119.37700000000001
472,1143,2231,3,200.36100000000002,125.74200000000002
471,1150,2231,3,198.15400000000002,124.72899999999998
470,1108,2231,3,201.059,127.22900000000001
469,1133,2231,3,199.603,118.41899999999998
468,1113,2231,3,203.91299999999998,125.75599999999997
467,1155,2231,3,202.384,119.34200000000001
466,1142,2231,3,198.55599999999998,120.16099999999997
465,1155,2231,3,197.90200000000002,120.42099999999996
464,1142,2231,3,198.99000000000004,121.62699999999998
463,1164,2231,3,200.98899999999998,120.066
462,1140,2231,3,199.53799999999995,118.91199999999998
461,1148,2231,3,199.784,115.95399999999998
460,1170,2231,3,201.358,119.726
459,1158,2231,3,200.176,122.94399999999999
458,1156,2231,3,204.99499999999995,121.511
457,1166,2231,3,199.23400000000004,118.488
456,1151,2231,3,199.70600000000002,124.62
455,1198,2231,3,201.894,122.99700000000001
454,1182,2231,3,204.48199999999997,125.84100000000004
453,1200,2231,3,201.405,122.02100000000002
452,1210,2231,3,202.642,117.61000000000001
451,1172,2231,3,204.815,119.95500000000001
450,1147,2231,3,201.28200000000004,120.97799999999998
449,1192,2231,3,203.62599999999995,119.02499999999998
448,1157,2231,3,203.34000000000003,121.13499999999999
447,1178,2231,3,206.479,123.08000000000001
446,1181,2231,3,211.94399999999996,120.60199999999998
445,1186,2231,3,207.09000000000006,122.79999999999998
444,1177,2231,3,206.78999999999996,122.24099999999999
443,1200,2231,3,207.40000000000003,119.75799999999998
442,1134,2231,3,212.54299999999995,122.094
441,1168,2231,3,206.006,123.108
440,1181,2231,3,205.19199999999998,123.596
439,1181,2231,3,214.088,119.46800000000002
438,1182,2231,3,209.99200000000002,117.84400000000002
