, ,Label,Area,Mean_ph,XM,YM,Slice,LastIndex,PreviousCell,Background_ph,Mean_TxRed,Background_TxRed
202,203,ori_ph:0398-0357-0098:initial_folder_60_0397,879,613.271,97.98100000000001,356.769,398,0,204,813.335,406.148,405.366
203,204,ori_ph:0397-0357-0098:initial_folder_60_0396,855,615.7090000000001,98.277,357.351,397,0,205,813.044,405.207,404.88
204,205,ori_ph:0396-0357-0098:initial_folder_60_0395,852,614.75,98.18,356.958,396,0,206,812.809,405.495,405.285
205,206,ori_ph:0395-0357-0098:initial_folder_60_0394,837,619.686,98.149,358.045,395,0,207,814.3660000000001,405.64599999999996,405.325
206,207,ori_ph:0394-0357-0098:initial_folder_60_0393,899,613.1669999999999,98.31299999999999,356.837,394,0,208,813.645,405.306,405.08
207,208,ori_ph:0393-0358-0098:initial_folder_60_0392,868,614.255,98.103,357.45,393,0,209,814.9960000000001,405.745,405.093
208,209,ori_ph:0392-0357-0098:initial_folder_60_0391,879,613.7,98.01,356.55199999999996,392,0,210,814.046,406.126,405.11199999999997
209,210,ori_ph:0391-0357-0097:initial_folder_60_0390,846,615.839,97.934,356.10400000000004,391,0,211,814.7189999999999,406.004,405.18300000000005
210,211,ori_ph:0390-0357-0098:initial_folder_60_0389,897,614.552,97.97200000000001,356.598,390,0,212,815.7280000000001,405.293,404.971
211,212,ori_ph:0389-0356-0098:initial_folder_60_0388,868,615.191,97.945,356.44800000000004,389,0,213,816.7439999999999,404.879,404.957
212,213,ori_ph:0388-0357-0098:initial_folder_60_0387,890,613.4,97.99,357.148,388,0,214,815.181,404.972,404.83099999999996
213,214,ori_ph:0387-0356-0097:initial_folder_60_0386,859,615.484,97.535,356.255,387,0,215,816.3380000000001,405.46,405.08
214,215,ori_ph:0386-0357-0097:initial_folder_60_0385,861,618.262,97.764,356.911,386,0,216,816.985,405.04400000000004,405.08
215,216,ori_ph:0385-0356-0098:initial_folder_60_0384,893,612.441,97.804,356.165,385,0,217,817.96,404.856,404.983
216,217,ori_ph:0384-0356-0098:initial_folder_60_0383,864,615.1659999999999,97.84299999999999,356.43300000000005,384,0,218,817.962,405.124,404.686
217,218,ori_ph:0383-0356-0097:initial_folder_60_0382,867,616.309,97.73100000000001,356.35900000000004,383,0,219,817.8760000000001,405.43,405.56800000000004
218,219,ori_ph:0382-0357-0097:initial_folder_60_0381,855,617.346,97.771,356.754,382,0,220,818.188,405.235,405.389
219,220,ori_ph:0381-0356-0098:initial_folder_60_0380,890,614.669,97.84899999999999,356.67,381,0,221,820.834,405.0,405.108
220,221,ori_ph:0380-0356-0097:initial_folder_60_0379,876,615.498,97.667,356.005,380,0,222,818.745,405.941,405.376
221,222,ori_ph:0379-0357-0098:initial_folder_60_0378,894,613.3580000000001,97.88,356.577,379,0,223,821.3789999999999,405.475,405.13699999999994
222,223,ori_ph:0378-0357-0097:initial_folder_60_0377,863,614.812,97.882,356.04,378,0,224,821.96,405.059,405.335
223,224,ori_ph:0377-0357-0098:initial_folder_60_0376,874,614.447,97.84,356.74699999999996,377,0,225,821.671,404.85900000000004,404.63199999999995
224,225,ori_ph:0376-0356-0097:initial_folder_60_0375,851,617.967,97.741,355.666,376,0,226,823.705,405.101,404.92900000000003
225,226,ori_ph:0375-0355-0097:initial_folder_60_0374,875,616.627,97.75299999999999,355.352,375,0,227,823.307,405.53,404.80199999999996
226,227,ori_ph:0374-0355-0098:initial_folder_60_0373,857,615.9780000000001,97.92,355.301,374,0,228,826.1610000000001,405.702,405.191
227,228,ori_ph:0373-0355-0098:initial_folder_60_0372,849,617.616,97.851,354.728,373,0,229,827.306,405.486,404.785
228,229,ori_ph:0372-0355-0098:initial_folder_60_0371,863,620.07,97.82600000000001,355.00300000000004,372,0,230,827.409,405.162,405.19300000000004
229,230,ori_ph:0371-0356-0098:initial_folder_60_0370,836,617.039,97.804,355.99800000000005,371,0,231,830.2760000000001,405.25199999999995,404.87300000000005
230,231,ori_ph:0370-0355-0098:initial_folder_60_0369,868,621.196,97.698,355.351,370,0,232,831.482,405.801,405.153
231,232,ori_ph:0369-0355-0098:initial_folder_60_0368,864,621.231,97.96600000000001,354.847,369,0,233,835.863,405.67400000000004,404.884
232,233,ori_ph:0368-0353-0098:initial_folder_60_0367,861,622.243,97.929,353.275,368,0,234,840.2439999999999,405.749,405.085
233,234,ori_ph:0367-0346-0097:initial_folder_60_0366,839,625.815,97.573,345.699,367,0,235,848.7610000000001,405.901,405.005
234,235,ori_ph:0366-0357-0098:initial_folder_60_0365,860,604.738,98.104,356.501,366,0,236,769.946,405.934,405.085
235,236,ori_ph:0365-0356-0097:initial_folder_60_0364,885,607.895,97.677,356.27,365,0,237,768.717,405.784,404.87300000000005
236,237,ori_ph:0364-0357-0097:initial_folder_60_0363,888,607.943,97.96,357.05199999999996,364,0,238,770.404,406.194,404.957
237,238,ori_ph:0363-0356-0098:initial_folder_60_0362,882,607.715,97.916,355.842,363,0,239,768.495,404.905,404.57099999999997
238,239,ori_ph:0362-0356-0098:initial_folder_60_0361,856,606.558,98.005,355.461,362,0,240,769.8960000000001,404.966,404.726
239,240,ori_ph:0361-0356-0098:initial_folder_60_0360,875,606.0169999999999,98.01899999999999,356.82,361,0,241,769.37,405.42900000000003,404.94599999999997
240,241,ori_ph:0360-0356-0098:initial_folder_60_0359,864,607.497,98.083,355.603,360,0,242,769.046,405.535,404.835
241,242,ori_ph:0359-0356-0098:initial_folder_60_0358,877,608.389,98.085,356.38199999999995,359,0,243,768.5369999999999,405.18699999999995,404.93699999999995
242,243,ori_ph:0358-0356-0098:initial_folder_60_0357,880,610.4159999999999,98.098,356.18800000000005,358,0,244,769.033,405.36699999999996,404.83
243,244,ori_ph:0357-0356-0098:initial_folder_60_0356,898,608.891,98.23100000000001,356.461,357,0,245,770.948,404.44199999999995,404.894
244,245,ori_ph:0356-0356-0098:initial_folder_60_0355,872,608.023,98.194,356.38,356,0,246,769.81,406.39599999999996,405.605
245,246,ori_ph:0355-0355-0098:initial_folder_60_0354,898,610.988,98.241,355.631,355,0,247,769.6,406.92699999999996,405.32199999999995
246,247,ori_ph:0354-0355-0098:initial_folder_60_0353,872,609.561,97.955,355.5,354,0,248,768.688,405.731,405.02
247,248,ori_ph:0353-0355-0098:initial_folder_60_0352,857,610.422,97.973,355.69300000000004,353,0,249,769.3430000000001,407.19599999999997,405.153
248,249,ori_ph:0352-0355-0098:initial_folder_60_0351,877,610.177,98.146,354.89099999999996,352,0,250,768.828,405.681,405.402
249,250,ori_ph:0351-0355-0098:initial_folder_60_0350,855,611.825,97.98100000000001,355.51099999999997,351,0,251,770.102,405.754,405.13300000000004
250,251,ori_ph:0350-0355-0098:initial_folder_60_0349,870,610.775,97.87100000000001,355.0,350,0,252,770.21,406.402,405.25800000000004
251,252,ori_ph:0349-0355-0098:initial_folder_60_0348,866,607.564,97.916,355.19,349,0,253,769.72,405.975,404.978
252,253,ori_ph:0348-0355-0098:initial_folder_60_0347,866,610.64,97.926,355.185,348,0,254,770.868,405.412,405.154
253,254,ori_ph:0347-0355-0098:initial_folder_60_0346,864,607.8380000000001,97.885,354.599,347,0,255,770.0269999999999,406.115,405.139
254,255,ori_ph:0346-0354-0097:initial_folder_60_0345,835,610.881,97.596,354.348,346,0,256,770.556,405.885,405.075
255,256,ori_ph:0345-0354-0097:initial_folder_60_0344,876,611.485,97.762,354.379,345,0,257,770.138,405.755,405.376
256,257,ori_ph:0344-0354-0098:initial_folder_60_0343,884,612.403,97.84299999999999,355.061,344,0,258,770.56,405.31,405.48199999999997
257,258,ori_ph:0343-0354-0098:initial_folder_60_0342,863,611.38,97.803,354.055,343,0,259,769.8689999999999,405.774,405.00300000000004
258,259,ori_ph:0342-0353-0097:initial_folder_60_0341,876,614.127,97.65299999999999,353.798,342,0,260,769.773,406.03,405.254
259,260,ori_ph:0341-0353-0098:initial_folder_60_0340,862,612.328,97.587,354.126,341,0,261,771.633,405.98,405.353
260,261,ori_ph:0340-0352-0098:initial_folder_60_0339,865,612.675,97.691,352.945,340,0,262,769.5939999999999,405.401,405.082
261,262,ori_ph:0339-0353-0097:initial_folder_60_0338,872,612.345,97.654,352.981,339,0,263,769.711,405.30400000000003,404.67800000000005
262,263,ori_ph:0338-0352-0097:initial_folder_60_0337,875,611.816,97.516,352.86199999999997,338,0,264,769.666,404.461,403.994
263,264,ori_ph:0337-0350-0097:initial_folder_60_0336,818,618.716,97.675,350.60400000000004,337,0,265,769.038,405.181,404.36300000000006
264,265,ori_ph:0336-0346-0097:initial_folder_60_0335,840,624.586,97.59899999999999,346.181,336,0,266,778.3689999999999,407.912,405.38699999999994
265,266,ori_ph:0335-0350-0097:initial_folder_60_0334,804,616.244,97.57,349.782,335,0,267,776.28,405.779,404.392
266,267,ori_ph:0334-0352-0098:initial_folder_60_0333,878,613.915,97.794,352.846,334,0,268,774.916,405.936,404.334
267,268,ori_ph:0333-0353-0098:initial_folder_60_0332,832,613.852,97.476,353.462,333,0,269,774.575,406.13199999999995,404.781
268,269,ori_ph:0332-0352-0098:initial_folder_60_0331,851,612.4,97.586,352.19,332,0,270,774.705,406.499,405.00800000000004
269,270,ori_ph:0331-0352-0097:initial_folder_60_0330,814,617.5930000000001,97.529,352.379,331,0,271,773.2239999999999,405.44300000000004,404.57599999999996
270,271,ori_ph:0330-0352-0098:initial_folder_60_0329,833,616.996,97.52799999999999,352.525,330,0,272,774.426,404.519,404.185
271,272,ori_ph:0329-0352-0098:initial_folder_60_0328,830,615.219,97.575,352.776,329,0,273,773.7130000000001,405.99800000000005,404.471
272,273,ori_ph:0328-0352-0097:initial_folder_60_0327,844,612.905,97.527,352.145,328,0,274,772.549,404.83099999999996,404.60400000000004
273,274,ori_ph:0327-0352-0098:initial_folder_60_0326,819,615.029,97.53,351.994,327,0,275,772.701,406.116,404.792
274,275,ori_ph:0326-0351-0098:initial_folder_60_0325,841,614.5980000000001,97.676,352.264,326,0,276,772.477,405.461,404.29400000000004
275,276,ori_ph:0325-0351-0098:initial_folder_60_0324,852,617.773,97.59700000000001,352.361,325,0,277,774.37,406.88699999999994,404.64099999999996
276,277,ori_ph:0324-0351-0098:initial_folder_60_0323,835,615.6,97.73899999999999,351.48400000000004,324,0,278,773.125,406.12699999999995,404.85400000000004
277,278,ori_ph:0323-0351-0098:initial_folder_60_0322,852,615.8580000000001,97.67399999999999,351.532,323,0,279,774.813,405.856,404.837
278,279,ori_ph:0322-0352-0097:initial_folder_60_0321,862,615.5509999999999,97.395,352.16900000000004,322,0,280,773.2639999999999,404.978,404.39
279,280,ori_ph:0321-0351-0097:initial_folder_60_0320,817,615.8290000000001,97.537,351.967,321,0,281,773.933,405.214,404.371
280,281,ori_ph:0320-0351-0097:initial_folder_60_0319,833,615.1080000000001,97.679,351.51300000000003,320,0,282,775.072,406.509,404.81199999999995
281,282,ori_ph:0319-0351-0098:initial_folder_60_0318,862,614.0740000000001,97.589,351.445,319,0,283,774.2310000000001,405.336,404.588
282,283,ori_ph:0318-0351-0097:initial_folder_60_0317,844,615.82,97.23899999999999,351.825,318,0,284,773.148,405.371,404.106
283,284,ori_ph:0317-0352-0097:initial_folder_60_0316,853,617.202,97.572,352.26599999999996,317,0,285,773.155,405.009,404.745
284,285,ori_ph:0316-0351-0097:initial_folder_60_0315,832,614.9159999999999,97.57,351.344,316,0,286,774.316,405.968,404.86400000000003
285,286,ori_ph:0315-0351-0097:initial_folder_60_0314,844,614.65,97.634,351.845,315,0,287,773.23,405.316,404.93
286,287,ori_ph:0314-0351-0098:initial_folder_60_0313,849,612.951,97.719,351.376,314,0,288,773.4739999999999,404.75,404.37199999999996
287,288,ori_ph:0313-0351-0098:initial_folder_60_0312,849,618.247,97.76799999999999,351.736,313,0,289,774.3910000000001,406.87199999999996,404.72
288,289,ori_ph:0312-0349-0098:initial_folder_60_0311,838,618.573,97.73700000000001,349.445,312,0,290,774.1089999999999,405.278,404.76599999999996
289,290,ori_ph:0311-0351-0097:initial_folder_60_0310,861,616.951,97.71,350.957,311,0,291,773.336,406.13699999999994,404.764
290,291,ori_ph:0310-0351-0097:initial_folder_60_0309,842,614.125,97.557,351.12699999999995,310,0,292,775.318,406.06800000000004,404.898
291,292,ori_ph:0309-0350-0098:initial_folder_60_0308,849,616.682,97.65799999999999,351.32800000000003,309,0,293,774.9780000000001,405.611,405.115
292,293,ori_ph:0308-0350-0098:initial_folder_60_0307,851,614.307,97.679,350.87199999999996,308,0,294,774.304,405.95099999999996,404.795
293,294,ori_ph:0307-0350-0098:initial_folder_60_0306,851,616.78,97.86200000000001,351.17800000000005,307,0,295,773.025,405.71,404.971
294,295,ori_ph:0306-0350-0098:initial_folder_60_0305,857,617.898,97.531,350.755,306,0,296,775.823,406.64599999999996,404.806
295,296,ori_ph:0305-0350-0097:initial_folder_60_0304,830,614.578,97.676,350.70300000000003,305,0,297,774.232,405.88800000000003,404.904
296,297,ori_ph:0304-0351-0097:initial_folder_60_0303,825,615.9209999999999,97.45200000000001,351.03,304,0,298,775.664,406.19199999999995,404.85699999999997
297,298,ori_ph:0303-0350-0097:initial_folder_60_0302,825,620.263,97.58,350.98199999999997,303,0,299,772.302,406.216,404.73900000000003
298,299,ori_ph:0302-0350-0098:initial_folder_60_0301,861,617.3480000000001,97.788,350.602,302,0,300,774.547,405.76800000000003,404.963
299,300,ori_ph:0301-0351-0097:initial_folder_60_0300,852,614.547,97.641,351.05199999999996,301,0,301,774.215,406.069,404.781
300,301,ori_ph:0300-0350-0098:initial_folder_60_0299,855,619.382,97.62299999999999,350.847,300,0,302,774.6060000000001,405.218,405.11300000000006
301,302,ori_ph:0299-0350-0098:initial_folder_60_0298,864,616.73,97.743,349.92800000000005,299,0,303,774.579,404.767,404.941
302,303,ori_ph:0298-0350-0098:initial_folder_60_0297,846,616.69,97.639,350.539,298,0,304,772.7080000000001,405.467,404.903
303,304,ori_ph:0297-0349-0098:initial_folder_60_0296,846,617.488,97.691,350.241,297,0,305,775.5210000000001,405.47,404.76599999999996
304,305,ori_ph:0296-0350-0098:initial_folder_60_0295,849,615.27,97.758,350.586,296,0,306,773.669,406.214,405.017
305,306,ori_ph:0295-0349-0098:initial_folder_60_0294,860,616.379,97.75,349.343,295,0,307,772.7860000000001,405.858,405.051
306,307,ori_ph:0294-0348-0098:initial_folder_60_0293,842,617.882,97.834,348.543,294,0,308,774.2689999999999,405.22900000000004,404.658
307,308,ori_ph:0293-0348-0098:initial_folder_60_0292,842,614.5459999999999,97.787,348.005,293,0,309,773.707,405.861,404.69800000000004
308,309,ori_ph:0292-0348-0098:initial_folder_60_0291,845,618.174,97.819,348.282,292,0,310,772.98,405.01099999999997,404.61400000000003
309,310,ori_ph:0291-0348-0098:initial_folder_60_0290,815,616.2719999999999,97.759,349.166,291,0,311,773.472,406.092,404.296
310,311,ori_ph:0290-0347-0098:initial_folder_60_0289,840,614.156,97.814,347.796,290,0,312,773.313,404.75199999999995,404.54900000000004
311,312,ori_ph:0289-0348-0098:initial_folder_60_0288,835,619.271,97.906,348.034,289,0,313,774.805,405.971,404.649
312,313,ori_ph:0288-0347-0098:initial_folder_60_0287,841,618.378,97.73,347.855,288,0,314,774.7919999999999,405.411,404.727
313,314,ori_ph:0287-0347-0098:initial_folder_60_0286,847,615.614,97.984,347.72900000000004,287,0,315,774.909,405.705,404.63800000000003
314,315,ori_ph:0286-0347-0098:initial_folder_60_0285,832,618.624,97.945,347.783,286,0,316,773.676,405.101,404.651
315,316,ori_ph:0285-0347-0098:initial_folder_60_0284,815,619.827,97.866,347.898,285,0,317,773.318,406.04400000000004,405.13199999999995
316,317,ori_ph:0284-0346-0098:initial_folder_60_0283,830,620.8,97.837,347.029,284,0,318,774.005,406.18300000000005,404.88199999999995
317,318,ori_ph:0283-0348-0098:initial_folder_60_0282,846,616.759,97.774,348.224,283,0,319,773.8789999999999,405.98800000000006,404.777
318,319,ori_ph:0282-0348-0098:initial_folder_60_0281,810,617.096,97.838,348.327,282,0,320,773.7410000000001,406.842,404.70300000000003
319,320,ori_ph:0281-0347-0097:initial_folder_60_0280,831,614.776,97.758,347.709,281,0,321,773.9169999999999,405.98900000000003,404.909
320,321,ori_ph:0280-0348-0098:initial_folder_60_0279,819,620.276,97.818,348.496,280,0,322,773.61,406.066,405.005
321,322,ori_ph:0279-0346-0098:initial_folder_60_0278,848,619.2669999999999,97.836,347.202,279,0,323,771.607,405.76800000000003,404.684
322,323,ori_ph:0278-0346-0098:initial_folder_60_0277,832,615.066,97.818,347.099,278,0,324,773.055,405.764,404.662
323,324,ori_ph:0277-0347-0098:initial_folder_60_0276,842,618.867,97.85600000000001,347.494,277,0,325,773.196,405.94199999999995,404.76300000000003
324,325,ori_ph:0276-0347-0098:initial_folder_60_0275,830,620.229,97.82799999999999,347.273,276,0,326,774.7360000000001,406.37,404.82099999999997
325,326,ori_ph:0275-0347-0098:initial_folder_60_0274,826,617.502,97.72399999999999,347.522,275,0,327,774.028,405.56199999999995,404.685
326,327,ori_ph:0274-0347-0097:initial_folder_60_0273,813,616.675,97.766,347.48400000000004,274,0,328,772.482,406.765,404.705
327,328,ori_ph:0273-0346-0098:initial_folder_60_0272,832,619.7,97.78,346.63699999999994,273,0,329,774.487,405.19199999999995,404.973
328,329,ori_ph:0272-0347-0098:initial_folder_60_0271,831,618.2909999999999,98.14,347.923,272,0,330,773.7489999999999,404.99300000000005,404.94300000000004
329,330,ori_ph:0271-0347-0098:initial_folder_60_0270,848,619.904,97.855,347.222,271,0,331,774.539,405.684,404.389
330,331,ori_ph:0270-0347-0098:initial_folder_60_0269,853,620.7819999999999,97.86399999999999,347.931,270,0,332,773.209,406.32599999999996,404.786
331,332,ori_ph:0269-0347-0098:initial_folder_60_0268,847,618.065,97.89,347.41900000000004,269,0,333,773.155,405.374,404.88699999999994
332,333,ori_ph:0268-0346-0098:initial_folder_60_0267,838,617.981,97.802,347.251,268,0,334,772.554,404.884,404.645
333,334,ori_ph:0267-0346-0098:initial_folder_60_0266,853,618.828,97.93700000000001,347.35400000000004,267,0,335,773.061,405.75,404.73800000000006
334,335,ori_ph:0266-0346-0098:initial_folder_60_0265,819,617.431,97.679,347.07099999999997,266,0,336,773.4060000000001,405.49699999999996,404.791
335,336,ori_ph:0265-0347-0098:initial_folder_60_0264,827,617.703,97.721,347.421,265,0,337,772.574,405.84,404.684
336,337,ori_ph:0264-0346-0098:initial_folder_60_0263,839,618.939,97.79899999999999,346.96,264,0,338,774.4789999999999,405.691,404.565
337,338,ori_ph:0263-0346-0098:initial_folder_60_0262,848,617.156,97.665,346.955,263,0,339,772.579,406.414,404.36400000000003
338,339,ori_ph:0262-0347-0098:initial_folder_60_0261,822,619.414,97.634,347.254,262,0,340,773.7239999999999,405.709,404.371
339,340,ori_ph:0261-0346-0098:initial_folder_60_0260,826,618.278,97.656,347.35900000000004,261,0,341,773.248,405.966,404.485
340,341,ori_ph:0260-0347-0098:initial_folder_60_0259,830,618.2669999999999,97.79,347.57099999999997,260,0,342,774.179,404.64599999999996,404.689
341,342,ori_ph:0259-0346-0098:initial_folder_60_0258,820,619.16,97.72,346.776,259,0,343,772.8639999999999,405.86699999999996,404.59
342,343,ori_ph:0258-0346-0098:initial_folder_60_0257,833,619.2819999999999,97.95,347.256,258,0,344,773.178,405.255,404.338
343,344,ori_ph:0257-0347-0098:initial_folder_60_0256,834,618.946,98.01799999999999,347.536,257,0,345,773.961,406.269,404.833
344,345,ori_ph:0256-0348-0098:initial_folder_60_0255,802,616.717,97.947,348.601,256,0,346,773.2180000000001,405.81699999999995,404.52099999999996
345,346,ori_ph:0255-0347-0098:initial_folder_60_0254,824,617.809,97.9,347.894,255,0,347,772.1619999999999,405.155,404.619
346,347,ori_ph:0254-0347-0098:initial_folder_60_0253,790,617.939,97.915,348.045,254,0,348,774.1389999999999,406.233,404.525
347,348,ori_ph:0253-0348-0098:initial_folder_60_0252,802,623.4830000000001,97.904,348.471,253,0,349,773.048,406.14,404.619
348,349,ori_ph:0252-0347-0098:initial_folder_60_0251,808,617.427,97.84899999999999,347.43,252,0,350,775.37,405.288,404.74699999999996
349,350,ori_ph:0251-0347-0097:initial_folder_60_0250,817,619.235,97.868,347.017,251,0,351,774.5219999999999,405.639,404.278
350,351,ori_ph:0250-0347-0098:initial_folder_60_0249,814,617.441,97.93700000000001,347.33099999999996,250,0,352,773.225,405.759,404.425
351,352,ori_ph:0249-0346-0098:initial_folder_60_0248,809,620.9780000000001,98.057,347.311,249,0,353,775.352,405.671,405.03
352,353,ori_ph:0248-0347-0098:initial_folder_60_0247,811,622.658,98.066,347.69,248,0,354,775.956,406.15,404.885
353,354,ori_ph:0247-0347-0098:initial_folder_60_0246,835,619.756,98.194,347.281,247,0,355,773.773,405.655,404.708
354,355,ori_ph:0246-0347-0098:initial_folder_60_0245,805,620.634,97.95200000000001,347.384,246,0,356,774.176,406.298,404.92699999999996
355,356,ori_ph:0245-0347-0098:initial_folder_60_0244,807,620.481,97.979,348.075,245,0,357,775.1160000000001,405.69800000000004,404.769
356,357,ori_ph:0244-0347-0098:initial_folder_60_0243,823,621.693,97.98100000000001,347.452,244,0,358,773.721,405.73,404.63300000000004
357,358,ori_ph:0243-0347-0098:initial_folder_60_0242,822,620.139,98.04299999999999,347.981,243,0,359,774.199,404.78,404.79400000000004
358,359,ori_ph:0242-0346-0098:initial_folder_60_0241,792,620.039,97.711,347.119,242,0,360,774.9830000000001,405.548,404.952
359,360,ori_ph:0241-0347-0098:initial_folder_60_0240,819,623.028,97.775,347.509,241,0,361,774.158,406.407,404.61699999999996
360,361,ori_ph:0240-0347-0098:initial_folder_60_0239,801,620.2669999999999,97.757,347.17199999999997,240,0,362,775.705,405.87,404.772
361,362,ori_ph:0239-0347-0098:initial_folder_60_0238,822,621.01,97.759,347.592,239,0,363,773.347,405.934,404.926
362,363,ori_ph:0238-0348-0098:initial_folder_60_0237,805,619.81,98.15100000000001,348.911,238,0,364,775.828,405.466,404.38199999999995
363,364,ori_ph:0237-0348-0098:initial_folder_60_0236,823,622.617,97.98700000000001,348.39300000000003,237,0,365,774.285,405.202,404.61699999999996
364,365,ori_ph:0236-0348-0098:initial_folder_60_0235,796,621.491,97.93299999999999,348.64099999999996,236,0,366,773.4639999999999,405.959,405.195
365,366,ori_ph:0235-0348-0098:initial_folder_60_0234,807,622.581,97.90899999999999,348.30400000000003,235,0,367,774.512,406.416,404.526
366,367,ori_ph:0234-0348-0098:initial_folder_60_0233,803,622.4,97.835,348.348,234,0,368,775.431,406.222,404.82199999999995
367,368,ori_ph:0233-0348-0098:initial_folder_60_0232,807,623.45,97.96,348.69699999999995,233,0,369,776.21,406.29400000000004,404.95099999999996
368,369,ori_ph:0232-0347-0098:initial_folder_60_0231,821,623.2180000000001,98.09100000000001,348.436,232,0,370,776.25,405.931,404.787
369,370,ori_ph:0231-0348-0098:initial_folder_60_0230,807,618.66,98.10600000000001,348.224,231,0,371,775.064,405.89,404.526
370,371,ori_ph:0230-0348-0098:initial_folder_60_0229,812,623.351,98.154,348.991,230,0,372,775.291,405.51,404.68699999999995
371,372,ori_ph:0229-0348-0098:initial_folder_60_0228,794,622.529,98.04799999999999,348.606,229,0,373,775.263,405.75699999999995,404.676
372,373,ori_ph:0228-0348-0098:initial_folder_60_0227,801,623.248,98.025,348.602,228,0,374,777.704,405.745,404.861
373,374,ori_ph:0227-0348-0098:initial_folder_60_0226,791,624.381,97.992,348.529,227,0,375,777.852,405.981,404.63
374,375,ori_ph:0226-0349-0098:initial_folder_60_0225,778,622.9830000000001,98.09299999999999,349.413,226,0,376,776.681,405.395,404.526
375,376,ori_ph:0225-0349-0098:initial_folder_60_0224,792,622.505,97.932,349.28,225,0,377,777.852,405.816,404.298
376,377,ori_ph:0224-0349-0098:initial_folder_60_0223,794,622.592,98.045,349.477,224,0,378,776.448,406.51800000000003,404.44599999999997
377,378,ori_ph:0223-0349-0098:initial_folder_60_0222,811,623.096,98.098,349.204,223,0,379,778.685,406.56199999999995,404.98400000000004
378,379,ori_ph:0222-0349-0098:initial_folder_60_0221,804,625.779,98.06,349.314,222,0,380,776.431,406.08099999999996,404.788
379,380,ori_ph:0221-0349-0098:initial_folder_60_0220,787,622.654,98.037,349.12800000000004,221,0,381,776.41,408.642,407.314
380,381,ori_ph:0220-0349-0098:initial_folder_60_0219,783,625.553,97.71799999999999,349.874,220,0,382,778.3939999999999,405.829,405.43
381,382,ori_ph:0219-0348-0098:initial_folder_60_0218,790,620.935,98.181,348.94599999999997,219,0,383,776.817,407.209,405.9
382,383,ori_ph:0218-0349-0098:initial_folder_60_0217,775,625.559,98.08200000000001,349.759,218,0,384,778.46,407.73800000000006,406.537
383,384,ori_ph:0217-0350-0098:initial_folder_60_0216,785,625.874,97.90799999999999,349.921,217,0,385,776.184,405.845,404.915
384,385,ori_ph:0216-0349-0098:initial_folder_60_0215,783,625.908,97.85,349.934,216,0,386,777.8,405.81199999999995,404.529
385,386,ori_ph:0215-0349-0098:initial_folder_60_0214,769,625.6030000000001,97.934,349.27,215,0,387,777.3760000000001,406.00699999999995,404.349
386,387,ori_ph:0214-0349-0098:initial_folder_60_0213,792,628.26,98.165,349.656,214,0,388,776.446,405.621,404.44300000000004
387,388,ori_ph:0213-0355-0097:initial_folder_60_0212,786,626.064,97.331,355.848,213,0,389,779.8960000000001,405.486,404.211
388,389,ori_ph:0212-0356-0097:initial_folder_60_0211,744,625.363,97.12299999999999,356.43699999999995,212,0,390,778.846,406.418,404.93199999999996
389,390,ori_ph:0211-0355-0097:initial_folder_60_0210,770,625.835,97.37100000000001,356.084,211,0,391,778.92,406.786,404.904
390,391,ori_ph:0210-0355-0097:initial_folder_60_0209,776,626.929,97.603,355.64300000000003,210,0,392,777.672,406.454,404.6
391,392,ori_ph:0209-0356-0097:initial_folder_60_0208,766,625.5509999999999,97.226,356.293,209,0,393,779.095,405.715,404.61199999999997
392,393,ori_ph:0208-0362-0098:initial_folder_60_0207,731,626.19,97.70299999999999,361.973,208,0,394,781.204,405.657,404.714
393,394,ori_ph:0207-0361-0097:initial_folder_60_0206,750,622.719,97.516,360.876,207,0,395,780.535,406.05199999999996,404.481
394,395,ori_ph:0206-0360-0098:initial_folder_60_0205,723,627.5980000000001,97.807,360.79400000000004,206,0,396,783.387,405.39099999999996,404.639
395,396,ori_ph:0205-0358-0097:initial_folder_60_0204,707,629.953,97.62200000000001,357.76199999999994,205,0,397,785.571,406.676,404.64
396,397,ori_ph:0204-0361-0098:initial_folder_60_0203,747,626.42,97.64,361.583,204,0,398,782.2289999999999,405.89599999999996,404.86400000000003
397,398,ori_ph:0203-0362-0098:initial_folder_60_0202,730,626.567,97.757,361.68199999999996,203,0,399,783.164,406.866,405.134
398,399,ori_ph:0202-0362-0097:initial_folder_60_0201,735,627.72,97.488,362.224,202,0,400,783.669,405.163,404.716
399,400,ori_ph:0201-0361-0097:initial_folder_60_0200,716,627.566,97.542,361.60900000000004,201,0,401,783.637,406.708,405.11699999999996
400,401,ori_ph:0200-0361-0098:initial_folder_60_0199,705,624.545,97.81,361.666,200,0,402,781.9960000000001,405.277,405.25699999999995
401,402,ori_ph:0199-0361-0097:initial_folder_60_0198,743,628.455,97.56200000000001,361.595,199,0,403,783.24,407.01599999999996,405.01300000000003
402,403,ori_ph:0198-0361-0097:initial_folder_60_0197,738,626.993,97.72399999999999,361.103,198,0,404,781.687,406.10699999999997,404.783
403,404,ori_ph:0197-0362-0098:initial_folder_60_0196,745,625.694,97.846,362.12800000000004,197,0,405,783.346,405.773,405.079
404,405,ori_ph:0196-0360-0097:initial_folder_60_0195,740,628.511,97.53200000000001,360.471,196,0,406,785.2810000000001,405.63,404.842
