Cp_con,YK0083
0.1,1.5630000000000002
1.0,1.56
10.0,1.545
20.0,1.535
30.0,1.546
40.0,1.535
50.0,1.537
60.0,1.571
70.0,1.21
80.0,0.054000000000000006
90.0,0.018000000000000002
100.0,0.004
150.0,0.002
200.0,0.002
1000.0,0.001
