Slice,Area,file,id_number,TxRed,YFP,integrated_old
448,348,1121,2,40.36099999999999,90.92200000000003,90.92200000000003
447,342,1121,2,43.0560000000001,93.13399999999996,93.13399999999996
446,337,1121,2,39.79399999999998,89.25,89.25
445,322,1121,2,41.73599999999999,89.565,89.565
444,331,1121,2,42.685,96.00000000000006,96.00000000000006
443,332,1121,2,43.926999999999964,89.09499999999997,89.09499999999997
442,339,1121,2,46.242999999999995,90.28900000000004,90.28900000000004
441,352,1121,2,42.24400000000003,94.62599999999998,94.62599999999998
440,344,1121,2,42.81,93.26400000000007,93.26400000000007
439,347,1121,2,41.24600000000004,93.82800000000003,93.82800000000003
438,363,1121,2,46.00300000000004,94.49799999999993,94.49799999999993
437,316,1121,2,44.184000000000026,102.60000000000002,102.60000000000002
436,316,1121,2,45.545000000000016,101.44300000000004,101.44300000000004
435,328,1121,2,44.446000000000026,94.43600000000004,94.43600000000004
434,310,1121,2,49.74000000000001,106.98899999999998,106.98899999999998
433,325,1121,2,44.875,94.70400000000001,94.70400000000001
432,327,1121,2,46.257000000000005,98.75200000000001,98.75200000000001
431,338,1121,2,45.914000000000044,95.94999999999999,95.94999999999999
430,318,1121,2,45.236999999999966,91.03300000000002,91.03300000000002
429,368,1121,2,46.992000000000075,99.76199999999994,99.76199999999994
428,338,1121,2,44.10699999999997,97.74200000000002,97.74200000000002
427,321,1121,2,49.164999999999964,99.56299999999999,99.56299999999999
426,342,1121,2,47.16900000000004,99.66100000000006,99.66100000000006
425,328,1121,2,48.77600000000001,100.23500000000001,100.23500000000001
424,337,1121,2,46.67599999999999,97.90899999999993,97.90899999999993
423,316,1121,2,46.55200000000002,106.04499999999996,106.04499999999996
422,339,1121,2,53.48300000000006,99.55399999999992,99.55399999999992
421,273,1121,2,52.49899999999997,103.51799999999997,103.51799999999997
420,339,1121,2,53.007000000000005,109.52700000000004,109.52700000000004
419,320,1121,2,52.646999999999935,105.85799999999995,105.85799999999995
418,334,1121,2,52.192999999999984,107.97799999999995,107.97799999999995
417,330,1121,2,50.44400000000002,99.637,99.637
416,344,1121,2,51.031000000000006,104.11199999999997,104.11199999999997
415,311,1121,2,49.823000000000036,106.74500000000006,106.74500000000006
414,341,1121,2,51.73599999999999,104.822,104.822
413,348,1121,2,48.59700000000004,103.35599999999994,103.35599999999994
412,356,1121,2,49.89799999999997,101.51699999999994,101.51699999999994
411,323,1121,2,51.51400000000007,100.74100000000004,100.74100000000004
410,323,1121,2,52.400999999999954,105.13599999999991,105.13599999999991
409,354,1121,2,53.32099999999997,103.32,103.32
408,325,1121,2,47.531000000000006,101.56500000000005,101.56500000000005
407,357,1121,2,46.01599999999996,95.82099999999997,95.82099999999997
406,335,1121,2,43.74399999999997,97.18999999999994,97.18999999999994
405,353,1121,2,40.20999999999998,91.70499999999998,91.70499999999998
404,342,1121,2,38.874000000000024,90.70400000000001,90.70400000000001
403,342,1121,2,35.19900000000007,86.05900000000003,86.05900000000003
402,314,1121,2,31.314999999999998,79.04900000000009,79.04900000000009
401,290,1121,2,33.323000000000036,76.16600000000005,76.16600000000005
400,633,1121,2,48.02199999999999,119.94400000000002,119.94400000000002
399,630,1121,2,48.94,117.555,117.555
398,567,1121,2,48.889999999999986,115.67100000000005,115.67100000000005
397,790,1121,2,56.031999999999925,133.039,133.039
396,697,1121,2,59.889999999999986,139.63600000000008,139.63600000000008
395,697,1121,2,50.89099999999996,128.37000000000006,128.37000000000006
394,621,1121,2,54.61100000000005,134.56799999999998,134.56799999999998
393,589,1121,2,52.474000000000046,119.82499999999999,119.82499999999999
392,469,1121,2,54.613000000000056,125.95200000000006,125.95200000000006
391,764,1121,2,73.44200000000001,161.46499999999997,161.46499999999997
390,744,1121,2,70.548,159.07799999999992,159.07799999999992
389,613,1121,2,70.73500000000007,161.62800000000004,161.62800000000004
388,592,1121,2,65.39500000000004,152.01199999999994,152.01199999999994
387,607,1121,2,62.89299999999997,144.94299999999998,144.94299999999998
386,900,1121,2,69.72199999999998,153.43400000000008,153.43400000000008
385,752,1121,2,68.38,155.48599999999993,155.48599999999993
384,700,1121,2,66.24400000000003,159.99,159.99
383,655,1121,2,65.37900000000002,153.183,153.183
382,532,1121,2,60.22599999999994,130.33200000000005,130.33200000000005
381,833,1121,2,70.55800000000005,160.38000000000005,160.38000000000005
380,725,1121,2,71.64799999999991,157.942,157.942
379,681,1121,2,68.90200000000004,148.27499999999998,148.27499999999998
378,604,1121,2,66.31400000000002,147.50400000000002,147.50400000000002
377,564,1121,2,62.45400000000001,140.64999999999998,140.64999999999998
376,533,1121,2,59.411,129.94900000000007,129.94900000000007
375,483,1121,2,55.254999999999995,120.80700000000007,120.80700000000007
374,756,1121,2,68.70800000000003,149.94199999999995,149.94199999999995
373,691,1121,2,64.00400000000008,141.207,141.207
372,603,1121,2,63.58200000000011,134.56500000000005,134.56500000000005
371,562,1121,2,63.30899999999991,128.26599999999996,128.26599999999996
370,521,1121,2,62.791,115.14699999999993,115.14699999999993
369,462,1121,2,59.327,116.10599999999994,116.10599999999994
368,473,1121,2,59.28600000000006,107.79599999999994,107.79599999999994
367,743,1121,2,77.27100000000002,142.6020000000001,142.6020000000001
366,661,1121,2,76.69899999999996,150.16900000000004,150.16900000000004
365,621,1121,2,75.04400000000004,141.02200000000005,141.02200000000005
364,553,1121,2,70.03500000000003,138.24599999999998,138.24599999999998
363,472,1121,2,70.72500000000002,132.29900000000004,132.29900000000004
362,777,1121,2,80.106,157.80099999999993,157.80099999999993
361,738,1121,2,80.50799999999998,155.11199999999997,155.11199999999997
360,634,1121,2,78.70800000000003,152.24099999999993,152.24099999999993
359,575,1121,2,72.72699999999992,134.27700000000004,134.27700000000004
358,552,1121,2,73.46099999999996,132.34100000000012,132.34100000000012
357,491,1121,2,79.39600000000002,141.68900000000008,141.68900000000008
356,795,1121,2,94.77200000000005,169.14800000000002,169.14800000000002
355,684,1121,2,94.219,167.63,167.63
354,616,1121,2,89.11300000000006,133.9819999999999,133.9819999999999
353,572,1121,2,90.805,169.39499999999992,169.39499999999992
352,564,1121,2,85.91200000000003,166.245,166.245
351,540,1121,2,85.108,165.90099999999995,165.90099999999995
350,814,1121,2,95.93599999999998,181.723,181.723
349,747,1121,2,91.92899999999992,188.47499999999997,188.47499999999997
