Slice,Area,file,id_number,TxRed
170,697,0402,0,3.307999999999936
169,564,0402,0,2.6410000000000196
168,608,0402,0,1.4209999999999923
167,583,0402,0,2.0939999999999372
166,536,0402,0,1.6210000000000946
165,526,0402,0,2.2170000000000414
164,442,0402,0,0.353999999999985
163,423,0402,0,2.5790000000000077
162,763,0402,0,1.01299999999992
161,714,0402,0,2.2689999999999486
160,730,0402,0,1.0430000000000064
159,671,0402,0,2.062000000000012
158,655,0402,0,3.4909999999999854
157,605,0402,0,1.4759999999999422
156,618,0402,0,1.8700000000000045
155,853,0402,0,1.356999999999971
154,798,0402,0,1.0240000000000578
153,770,0402,0,2.430000000000007
152,706,0402,0,0.825999999999965
151,716,0402,0,2.6259999999999764
150,660,0402,0,0.7459999999999809
149,633,0402,0,2.2730000000000246
148,570,0402,0,2.5649999999999977
147,511,0402,0,2.6219999999999573
146,512,0402,0,2.2089999999999463
145,473,0402,0,1.914000000000044
144,432,0402,0,1.8190000000000168
143,397,0402,0,2.0639999999999645
142,378,0402,0,0.214999999999975
141,692,0402,0,2.0469999999999686
140,677,0402,0,2.420000000000016
139,647,0402,0,2.901999999999987
138,646,0402,0,2.1230000000000473
137,617,0402,0,1.660000000000025
136,607,0402,0,0.2599999999999909
135,568,0402,0,3.057999999999936
134,530,0402,0,3.6149999999999523
133,529,0402,0,0.5559999999999832
132,539,0402,0,2.026999999999987
131,499,0402,0,1.592999999999961
130,479,0402,0,1.9039999999999964
129,469,0402,0,2.231999999999971
128,452,0402,0,2.934000000000026
127,477,0402,0,1.184000000000026
126,895,0402,0,1.1859999999999786
125,861,0402,0,0.8199999999999932
124,850,0402,0,1.1140000000000327
123,793,0402,0,1.8809999999999718
122,744,0402,0,0.5890000000000555
121,722,0402,0,2.1369999999999436
120,702,0402,0,2.356999999999971
119,648,0402,0,1.61099999999999
118,632,0402,0,1.4399999999999977
117,594,0402,0,2.257000000000005
116,576,0402,0,3.255999999999972
115,565,0402,0,1.5470000000000255
114,520,0402,0,0.18000000000000682
113,509,0402,0,1.55600000000004
