 ,Label,Area,Mean,XM,YM,Slice,LastIndex,PreviousCell,Background
1,ori_ph:0430-0143-0081:initial_folder_50_0429,218,157.564,80.859,144.252,430,1,2,150.677
2,ori_ph:0429-0143-0081:initial_folder_50_0428,230,156.957,80.666,143.797,429,0,3,150.149
3,ori_ph:0428-0140-0082:initial_folder_50_0427,197,156.650,82.623,141.204,428,0,4,150.046
4,ori_ph:0427-0153-0079:initial_folder_50_0426,334,156.560,80.089,151.743,427,0,5,150.467
5,ori_ph:0426-0149-0080:initial_folder_50_0425,339,156.080,81.167,150.024,426,0,6,150.257
6,ori_ph:0425-0149-0081:initial_folder_50_0424,244,157.008,80.683,149.201,425,0,7,150.191
7,ori_ph:0424-0147-0079:initial_folder_50_0423,312,155.388,80.271,148.125,424,0,8,150.678
8,ori_ph:0423-0145-0080:initial_folder_50_0422,293,156.270,80.667,146.360,423,0,9,150.833
9,ori_ph:0422-0144-0079:initial_folder_50_0421,272,156.081,79.323,145.257,422,0,10,150.635
10,ori_ph:0421-0142-0080:initial_folder_50_0420,238,156.298,80.530,143.217,421,0,11,150.131
11,ori_ph:0420-0145-0081:initial_folder_50_0419,255,157.255,79.851,144.946,420,0,12,150.329
12,ori_ph:0419-0155-0078:initial_folder_50_0418,365,155.879,78.448,152.592,419,0,13,150.069
13,ori_ph:0418-0152-0080:initial_folder_50_0417,351,156.986,79.226,150.872,418,0,14,150.153
14,ori_ph:0417-0147-0080:initial_folder_50_0416,298,155.574,80.010,147.821,417,0,15,150.222
15,ori_ph:0416-0144-0080:initial_folder_50_0415,248,154.823,80.179,143.980,416,0,16,150.592
16,ori_ph:0415-0144-0079:initial_folder_50_0414,289,154.588,80.105,144.885,415,0,17,150.334
17,ori_ph:0414-0159-0079:initial_folder_50_0413,468,156.874,79.473,158.367,414,0,18,150.749
18,ori_ph:0413-0155-0079:initial_folder_50_0412,389,156.699,79.127,155.809,413,0,19,150.421
19,ori_ph:0412-0153-0079:initial_folder_50_0411,371,156.253,79.381,152.714,412,0,20,150.301
20,ori_ph:0411-0151-0080:initial_folder_50_0410,348,156.678,80.036,150.316,411,0,21,150.172
21,ori_ph:0410-0146-0079:initial_folder_50_0409,295,155.942,79.622,147.087,410,0,22,150.249
22,ori_ph:0409-0146-0079:initial_folder_50_0408,246,155.793,79.861,146.890,409,0,23,150.143
23,ori_ph:0408-0144-0081:initial_folder_50_0407,225,155.356,81.122,144.127,408,0,24,150.321
24,ori_ph:0407-0147-0082:initial_folder_50_0406,229,156.742,82.196,148.128,407,0,25,150.387
25,ori_ph:0406-0156-0079:initial_folder_50_0405,421,156.634,79.023,156.055,406,0,26,150.303
26,ori_ph:0405-0154-0079:initial_folder_50_0404,382,156.683,78.767,153.748,405,0,27,150.172
27,ori_ph:0404-0146-0079:initial_folder_50_0403,318,156.582,79.727,147.107,404,0,28,150.930
28,ori_ph:0403-0146-0079:initial_folder_50_0402,283,156.254,79.249,146.748,403,0,29,150.492
29,ori_ph:0402-0145-0079:initial_folder_50_0401,237,155.451,79.230,146.598,402,0,30,150.308
30,ori_ph:0401-0145-0078:initial_folder_50_0400,234,155.778,79.379,146.712,401,0,31,150.348
31,ori_ph:0400-0144-0082:initial_folder_50_0399,228,155.842,81.874,143.758,400,0,32,150.438
32,ori_ph:0399-0154-0080:initial_folder_50_0398,415,156.742,79.787,153.372,399,0,33,149.990
33,ori_ph:0398-0150-0081:initial_folder_50_0397,397,156.373,80.558,150.797,398,0,34,150.610
34,ori_ph:0397-0142-0080:initial_folder_50_0396,311,154.884,80.633,143.613,397,0,35,150.452
35,ori_ph:0396-0145-0079:initial_folder_50_0395,317,155.063,79.922,144.770,396,0,36,150.727
36,ori_ph:0395-0143-0080:initial_folder_50_0394,340,156.518,80.090,143.317,395,0,37,150.952
37,ori_ph:0394-0148-0079:initial_folder_50_0393,251,156.514,79.020,147.596,394,0,38,150.120
38,ori_ph:0393-0154-0079:initial_folder_50_0392,443,155.126,78.425,153.662,393,0,39,150.299
39,ori_ph:0392-0145-0079:initial_folder_50_0391,392,154.015,79.183,145.395,392,0,40,149.939
40,ori_ph:0391-0146-0079:initial_folder_50_0390,349,154.811,79.616,146.504,391,0,41,149.958
41,ori_ph:0390-0146-0079:initial_folder_50_0389,284,154.785,78.818,146.449,390,0,42,150.090
42,ori_ph:0389-0144-0079:initial_folder_50_0388,258,154.438,79.574,143.451,389,0,43,150.342
43,ori_ph:0388-0143-0080:initial_folder_50_0387,274,154.810,79.930,143.152,388,0,44,150.333
44,ori_ph:0387-0141-0082:initial_folder_50_0386,269,154.048,82.247,140.903,387,0,45,150.298
45,ori_ph:0386-0153-0078:initial_folder_50_0385,428,155.308,78.501,153.780,386,0,46,150.651
46,ori_ph:0385-0151-0080:initial_folder_50_0384,390,154.233,79.684,149.922,385,0,47,150.188
47,ori_ph:0384-0146-0079:initial_folder_50_0383,372,152.919,78.790,146.326,384,0,48,149.800
48,ori_ph:0383-0141-0079:initial_folder_50_0382,313,153.259,78.759,141.000,383,0,49,150.536
49,ori_ph:0382-0144-0081:initial_folder_50_0381,293,153.758,80.846,143.538,382,0,50,150.018
50,ori_ph:0381-0157-0079:initial_folder_50_0380,493,155.028,78.650,155.575,381,0,51,150.043
