 ,Label,Area,Mean,XM,YM,Slice,LastIndex,PreviousCell,Background
1,ori_TxRed:0600-0253-0097:initial_folder_60_0599,386,404.754,97.199,254.902,600,1,2,403.684
2,ori_TxRed:0599-0253-0097:initial_folder_60_0598,603,405.202,97.279,256.832,599,0,3,404.143
3,ori_TxRed:0598-0263-0097:initial_folder_60_0597,525,404.768,96.849,266.590,598,0,4,403.990
4,ori_TxRed:0597-0262-0097:initial_folder_60_0596,483,404.404,96.708,263.140,597,0,5,404.045
5,ori_TxRed:0596-0265-0097:initial_folder_60_0595,483,403.634,96.557,267.182,596,0,6,403.894
6,ori_TxRed:0595-0267-0097:initial_folder_60_0594,501,405.277,96.723,268.148,595,0,7,404.144
7,ori_TxRed:0594-0267-0096:initial_folder_60_0593,461,404.575,96.364,268.835,594,0,8,404.445
8,ori_TxRed:0593-0260-0096:initial_folder_60_0592,611,404.516,96.758,263.624,593,0,9,404.019
9,ori_TxRed:0592-0262-0097:initial_folder_60_0591,528,403.729,96.678,265.953,592,0,10,404.131
10,ori_TxRed:0591-0264-0097:initial_folder_60_0590,534,404.506,97.223,267.110,591,0,11,403.915
11,ori_TxRed:0590-0264-0097:initial_folder_60_0589,511,403.546,96.947,266.537,590,0,12,404.327
12,ori_TxRed:0589-0265-0096:initial_folder_60_0588,508,403.693,96.711,267.621,589,0,13,404.458
13,ori_TxRed:0588-0265-0096:initial_folder_60_0587,494,405.043,96.527,268.103,588,0,14,404.378
14,ori_TxRed:0587-0296-0097:initial_folder_60_0586,418,403.598,97.311,296.053,587,0,15,404.088
15,ori_TxRed:0586-0284-0097:initial_folder_60_0585,664,404.274,96.976,285.955,586,0,16,404.326
16,ori_TxRed:0585-0285-0096:initial_folder_60_0584,601,403.631,96.551,285.858,585,0,17,403.905
17,ori_TxRed:0584-0287-0096:initial_folder_60_0583,546,404.383,96.694,288.325,584,0,18,404.130
18,ori_TxRed:0583-0290-0096:initial_folder_60_0582,468,403.923,96.535,290.434,583,0,19,404.087
19,ori_TxRed:0582-0289-0096:initial_folder_60_0581,437,403.950,96.479,289.657,582,0,20,404.153
20,ori_TxRed:0581-0285-0096:initial_folder_60_0580,665,404.241,96.593,286.238,581,0,21,404.115
21,ori_TxRed:0580-0304-0095:initial_folder_60_0579,628,404.879,95.954,303.918,580,0,22,404.379
22,ori_TxRed:0579-0306-0096:initial_folder_60_0578,601,404.188,96.654,306.531,579,0,23,404.464
23,ori_TxRed:0578-0301-0096:initial_folder_60_0577,496,405.966,96.280,301.638,578,0,24,405.165
24,ori_TxRed:0577-0312-0097:initial_folder_60_0576,465,404.092,96.913,312.995,577,0,25,403.914
25,ori_TxRed:0576-0320-0097:initial_folder_60_0575,360,405.297,97.464,320.915,576,0,26,404.279
26,ori_TxRed:0575-0326-0096:initial_folder_60_0574,578,412.708,97.115,326.172,575,0,27,412.770
27,ori_TxRed:0574-0325-0096:initial_folder_60_0573,539,405.199,96.449,325.865,574,0,28,404.144
28,ori_TxRed:0573-0326-0097:initial_folder_60_0572,512,404.488,96.839,326.804,573,0,29,404.276
29,ori_TxRed:0572-0328-0097:initial_folder_60_0571,472,404.617,97.197,327.979,572,0,30,404.245
30,ori_TxRed:0571-0330-0097:initial_folder_60_0570,442,405.319,97.115,330.512,571,0,31,404.189
31,ori_TxRed:0570-0333-0097:initial_folder_60_0569,419,405.095,97.432,333.184,570,0,32,404.299
32,ori_TxRed:0569-0335-0098:initial_folder_60_0568,396,404.854,97.744,335.692,569,0,33,404.729
33,ori_TxRed:0568-0337-0098:initial_folder_60_0567,382,405.029,98.272,337.272,568,0,34,404.526
34,ori_TxRed:0567-0348-0097:initial_folder_60_0566,285,403.421,97.265,349.980,567,0,35,404.158
35,ori_TxRed:0566-0338-0097:initial_folder_60_0565,519,404.877,96.967,338.713,566,0,36,404.239
36,ori_TxRed:0565-0337-0098:initial_folder_60_0564,513,404.639,97.662,337.413,565,0,37,403.992
37,ori_TxRed:0564-0336-0097:initial_folder_60_0563,487,404.452,97.905,335.950,564,0,38,404.324
38,ori_TxRed:0563-0337-0098:initial_folder_60_0562,473,404.647,97.964,337.373,563,0,39,404.496
39,ori_TxRed:0562-0341-0098:initial_folder_60_0561,432,404.322,97.748,340.931,562,0,40,404.241
40,ori_TxRed:0561-0342-0098:initial_folder_60_0560,394,404.449,97.765,342.235,561,0,41,404.256
41,ori_TxRed:0560-0346-0098:initial_folder_60_0559,364,404.821,98.041,346.855,560,0,42,404.879
42,ori_TxRed:0559-0349-0098:initial_folder_60_0558,342,404.170,98.071,349.245,559,0,43,404.164
43,ori_TxRed:0558-0354-0098:initial_folder_60_0557,329,403.951,98.426,354.607,558,0,44,404.452
44,ori_TxRed:0557-0355-0097:initial_folder_60_0556,461,403.531,97.106,356.650,557,0,45,404.399
45,ori_TxRed:0556-0358-0096:initial_folder_60_0555,417,405.655,96.742,359.159,556,0,46,404.632
46,ori_TxRed:0555-0361-0096:initial_folder_60_0554,388,404.760,96.915,361.588,555,0,47,405.268
47,ori_TxRed:0554-0364-0097:initial_folder_60_0553,388,403.915,97.111,364.005,554,0,48,404.394
48,ori_TxRed:0553-0368-0096:initial_folder_60_0552,361,404.914,96.722,367.665,553,0,49,404.472
49,ori_TxRed:0552-0370-0096:initial_folder_60_0551,315,405.111,96.746,370.103,552,0,50,404.373
50,ori_TxRed:0551-0359-0096:initial_folder_60_0550,571,405.331,97.084,359.210,551,0,51,404.334
51,ori_TxRed:0550-0361-0097:initial_folder_60_0549,500,404.560,97.021,361.117,550,0,52,404.203
52,ori_TxRed:0549-0365-0097:initial_folder_60_0548,458,405.701,96.861,364.721,549,0,53,404.311
53,ori_TxRed:0548-0366-0097:initial_folder_60_0547,435,404.908,96.973,366.886,548,0,54,404.550
54,ori_TxRed:0547-0370-0096:initial_folder_60_0546,390,405.141,96.682,369.416,547,0,55,404.125
55,ori_TxRed:0546-0370-0097:initial_folder_60_0545,363,406.551,96.989,370.507,546,0,56,404.382
56,ori_TxRed:0545-0373-0097:initial_folder_60_0544,308,404.860,97.850,372.699,545,0,57,404.087
57,ori_TxRed:0544-0360-0098:initial_folder_60_0543,625,404.050,98.256,360.308,544,0,58,404.311
58,ori_TxRed:0543-0363-0097:initial_folder_60_0542,549,405.588,97.431,362.716,543,0,59,404.604
59,ori_TxRed:0542-0368-0097:initial_folder_60_0541,556,404.736,97.230,368.540,542,0,60,404.639
60,ori_TxRed:0541-0373-0097:initial_folder_60_0540,493,405.953,97.524,373.360,541,0,61,405.098
