Cp_con,YK0138
0.1,1.514
1.0,1.3519999999999999
3.0,0.7020000000000001
5.0,0.057999999999999996
8.0,0.005
10.0,0.004
12.0,0.004
15.0,0.003
100.0,0.001
1000.0,0.001
