Slice,Area,file,id_number,TxRed
819,758,1001,0,1.5979999999999563
818,710,1001,0,1.920000000000016
817,691,1001,0,1.5009999999999764
816,670,1001,0,1.2970000000000255
815,620,1001,0,1.3139999999999645
814,617,1001,0,1.4709999999999468
813,566,1001,0,1.1679999999999495
812,585,1001,0,1.9829999999999472
811,545,1001,0,1.0369999999999777
810,529,1001,0,0.6189999999999714
809,570,1001,0,1.3219999999999459
808,597,1001,0,1.2720000000000482
807,1105,1001,0,0.511000000000081
806,1016,1001,0,0.6579999999999586
805,987,1001,0,1.2559999999999718
804,960,1001,0,1.6890000000000214
803,1021,1001,0,0.04699999999996862
802,905,1001,0,1.4960000000000377
801,871,1001,0,1.0
800,868,1001,0,1.6580000000000723
799,877,1001,0,1.954999999999984
798,899,1001,0,1.5369999999999209
797,839,1001,0,1.5090000000000146
796,841,1001,0,0.4409999999999741
795,814,1001,0,0.9459999999999695
794,773,1001,0,-0.05099999999993088
793,718,1001,0,-24.359999999999957
792,773,1001,0,1.5620000000000118
791,746,1001,0,0.7489999999999668
790,776,1001,0,0.492999999999995
789,725,1001,0,1.4990000000000236
788,739,1001,0,1.4909999999999854
787,695,1001,0,2.199000000000069
786,687,1001,0,0.9669999999999845
785,674,1001,0,1.259999999999991
784,674,1001,0,1.6879999999999882
783,611,1001,0,0.7899999999999636
782,646,1001,0,1.233000000000004
781,593,1001,0,1.0030000000000427
780,596,1001,0,1.6519999999999868
779,571,1001,0,2.1359999999999673
778,535,1001,0,1.113999999999919
777,1027,1001,0,1.3290000000000077
776,1021,1001,0,1.2170000000000414
775,969,1001,0,0.5720000000000027
774,936,1001,0,1.0400000000000205
773,917,1001,0,1.125
772,866,1001,0,0.9780000000000086
771,742,1001,0,2.097000000000037
770,729,1001,0,1.5699999999999932
769,655,1001,0,2.339999999999975
768,703,1001,0,1.5439999999999827
767,736,1001,0,1.0840000000000032
766,702,1001,0,1.521000000000015
765,673,1001,0,1.0909999999999513
764,635,1001,0,1.4990000000000236
763,658,1001,0,1.5510000000000446
762,578,1001,0,1.274000000000001
761,580,1001,0,2.0259999999999536
760,595,1001,0,1.214999999999975
759,526,1001,0,0.30400000000003047
758,549,1001,0,0.9970000000000141
757,573,1001,0,0.9079999999999586
756,544,1001,0,0.6009999999999991
755,567,1001,0,2.2450000000000045
754,509,1001,0,0.9880000000000564
753,540,1001,0,1.6030000000000086
752,537,1001,0,2.227999999999952
751,536,1001,0,0.27000000000003865
750,480,1001,0,0.6539999999999964
749,512,1001,0,1.6450000000000387
748,485,1001,0,0.214999999999975
747,373,1001,0,0.19099999999997408
746,330,1001,0,1.4359999999999786
745,358,1001,0,1.995999999999981
744,387,1001,0,1.5170000000000528
743,334,1001,0,0.1410000000000764
742,375,1001,0,0.9639999999999986
741,358,1001,0,1.3040000000000305
740,262,1001,0,0.8809999999999718
739,326,1001,0,0.40399999999999636
738,354,1001,0,-0.7880000000000109
737,314,1001,0,1.2869999999999777
736,339,1001,0,1.3069999999999595
735,315,1001,0,1.0459999999999923
734,291,1001,0,1.8199999999999932
733,316,1001,0,1.684000000000026
732,337,1001,0,-0.15299999999996317
731,281,1001,0,1.2969999999999686
730,259,1001,0,0.40699999999998226
729,760,1001,0,1.9250000000000114
728,779,1001,0,0.9670000000000414
727,849,1001,0,1.6200000000000045
726,757,1001,0,2.0260000000000105
725,744,1001,0,0.9739999999999895
724,741,1001,0,1.5389999999999873
723,751,1001,0,0.9460000000000264
722,716,1001,0,1.7160000000000082
721,667,1001,0,2.3290000000000646
720,691,1001,0,1.1170000000000755
719,720,1001,0,1.2059999999999604
718,731,1001,0,1.5090000000000146
717,728,1001,0,1.281000000000006
716,686,1001,0,1.6329999999999245
715,682,1001,0,1.4740000000000464
714,655,1001,0,1.2030000000000314
713,688,1001,0,0.7590000000000146
712,649,1001,0,-0.0009999999999763531
711,476,1001,0,0.5059999999999718
710,476,1001,0,1.5920000000000414
709,500,1001,0,2.382000000000062
708,437,1001,0,3.3389999999999986
707,437,1001,0,1.561999999999955
706,353,1001,0,1.5710000000000264
705,395,1001,0,1.5769999999999982
704,462,1001,0,1.3249999999999886
703,380,1001,0,1.3949999999999818
702,404,1001,0,2.259999999999991
701,354,1001,0,1.356999999999971
700,382,1001,0,1.1170000000000186
699,363,1001,0,1.7800000000000296
698,337,1001,0,0.16799999999994952
697,343,1001,0,0.6870000000000687
696,344,1001,0,0.7879999999999541
695,299,1001,0,1.0939999999999372
694,293,1001,0,-0.03299999999995862
693,313,1001,0,1.5199999999999818
692,409,1001,0,0.8959999999999582
691,329,1001,0,1.3449999999999704
690,304,1001,0,2.645999999999958
689,299,1001,0,0.8089999999999691
688,289,1001,0,1.3949999999999818
687,273,1001,0,1.1890000000000214
686,320,1001,0,2.4950000000000045
685,249,1001,0,0.25499999999999545
684,266,1001,0,1.5699999999999932
683,279,1001,0,1.1850000000000023
682,220,1001,0,0.9819999999999709
681,281,1001,0,1.2699999999999818
680,284,1001,0,1.5809999999999604
679,240,1001,0,-0.3790000000000191
678,236,1001,0,0.9419999999999504
677,212,1001,0,0.7249999999999659
676,237,1001,0,1.3470000000000368
675,195,1001,0,1.7230000000000132
674,251,1001,0,1.3990000000000578
673,235,1001,0,1.7409999999999854
672,205,1001,0,1.0409999999999968
671,222,1001,0,0.7269999999999754
670,218,1001,0,2.233000000000061
669,196,1001,0,2.0889999999999986
668,185,1001,0,3.108000000000004
667,158,1001,0,0.26600000000001955
666,169,1001,0,3.0649999999999977
665,163,1001,0,1.5049999999999955
664,173,1001,0,1.3679999999999382
663,172,1001,0,2.9599999999999795
662,219,1001,0,2.8600000000000136
661,181,1001,0,-0.25299999999992906
660,147,1001,0,1.725999999999999
659,130,1001,0,1.835999999999956
658,167,1001,0,0.813000000000045
657,152,1001,0,0.9290000000000305
656,286,1001,0,0.3109999999999786
655,304,1001,0,1.0810000000000173
654,301,1001,0,1.358000000000004
653,272,1001,0,-0.98599999999999
652,259,1001,0,2.073000000000036
651,261,1001,0,2.0790000000000077
650,274,1001,0,1.211999999999989
649,202,1001,0,1.275000000000034
648,227,1001,0,0.9409999999999741
647,231,1001,0,1.1730000000000018
646,247,1001,0,2.6059999999999945
645,232,1001,0,1.6579999999999586
644,174,1001,0,1.711999999999989
643,182,1001,0,1.73599999999999
642,172,1001,0,1.6229999999999905
641,193,1001,0,2.1030000000000086
640,370,1001,0,1.0130000000000337
639,351,1001,0,1.1679999999999495
638,327,1001,0,1.6759999999999877
637,343,1001,0,1.2969999999999686
636,254,1001,0,-0.7030000000000314
635,286,1001,0,-56.11099999999999
634,304,1001,0,1.8550000000000182
633,339,1001,0,2.217999999999961
632,241,1001,0,0.9270000000000209
631,260,1001,0,0.6350000000000477
630,273,1001,0,0.80499999999995
629,239,1001,0,0.63900000000001
628,254,1001,0,2.180000000000007
627,224,1001,0,2.2269999999999754
626,240,1001,0,2.936999999999955
625,205,1001,0,1.297999999999945
624,179,1001,0,1.4219999999999686
623,165,1001,0,1.038000000000011
622,154,1001,0,1.573000000000036
621,177,1001,0,0.5610000000000355
620,359,1001,0,1.6920000000000073
619,352,1001,0,0.8449999999999704
618,304,1001,0,1.781000000000006
617,266,1001,0,2.406000000000006
616,245,1001,0,2.3660000000000423
615,226,1001,0,1.5129999999999768
614,206,1001,0,0.2969999999999686
613,246,1001,0,1.412999999999954
612,408,1001,0,0.2740000000000009
611,438,1001,0,1.4639999999999986
610,368,1001,0,2.399000000000001
609,419,1001,0,2.401999999999987
608,359,1001,0,1.8770000000000095
607,315,1001,0,0.5930000000000177
606,316,1001,0,1.8100000000000023
605,382,1001,0,1.2690000000000055
604,357,1001,0,0.4119999999999777
603,252,1001,0,0.6100000000000136
602,300,1001,0,1.25
601,252,1001,0,0.3599999999999568
600,256,1001,0,0.97199999999998
599,271,1001,0,-0.29199999999997317
598,276,1001,0,2.0640000000000214
597,303,1001,0,2.301999999999964
596,486,1001,0,1.149000000000001
595,478,1001,0,0.9689999999999941
594,481,1001,0,0.271000000000015
593,513,1001,0,2.1270000000000095
592,425,1001,0,1.5399999999999636
591,415,1001,0,1.3719999999999573
590,469,1001,0,1.0330000000000155
589,413,1001,0,1.1370000000000005
588,380,1001,0,0.5180000000000291
587,334,1001,0,2.065999999999974
586,348,1001,0,2.625
585,320,1001,0,1.2329999999999472
584,347,1001,0,0.22999999999996135
583,391,1001,0,1.9350000000000023
582,349,1001,0,0.625
581,249,1001,0,0.06400000000002137
580,323,1001,0,1.0179999999999723
579,237,1001,0,3.103999999999928
578,265,1001,0,2.75
577,226,1001,0,1.2039999999999509
576,214,1001,0,-0.5680000000000405
575,196,1001,0,0.9630000000000223
574,197,1001,0,2.169999999999959
573,132,1001,0,3.0039999999999623
572,159,1001,0,0.7620000000000005
571,192,1001,0,3.4960000000000377
570,129,1001,0,2.4990000000000236
569,166,1001,0,1.7409999999999854
568,156,1001,0,2.2019999999999413
567,163,1001,0,1.8829999999999814
566,162,1001,0,4.095000000000027
565,198,1001,0,1.75
564,154,1001,0,0.3590000000000373
563,375,1001,0,1.1289999999999054
562,413,1001,0,0.6209999999999809
561,343,1001,0,2.009999999999991
560,375,1001,0,1.396000000000015
559,326,1001,0,0.7789999999999395
558,317,1001,0,1.3600000000000136
557,313,1001,0,1.3459999999999468
556,288,1001,0,1.5779999999999745
555,297,1001,0,1.4309999999999832
554,245,1001,0,0.9209999999999923
553,236,1001,0,2.021000000000072
552,238,1001,0,2.0020000000000664
551,237,1001,0,1.5009999999999764
550,224,1001,0,1.9280000000000541
549,223,1001,0,1.3960000000000719
548,247,1001,0,2.451000000000022
547,242,1001,0,2.950999999999965
546,232,1001,0,0.8959999999999582
545,227,1001,0,1.424000000000035
544,186,1001,0,3.6129999999999995
543,197,1001,0,-0.008000000000038199
542,201,1001,0,1.7309999999999377
541,211,1001,0,1.2889999999999873
540,194,1001,0,2.2590000000000146
539,171,1001,0,4.611999999999966
538,187,1001,0,3.8039999999999736
537,180,1001,0,4.378000000000043
536,273,1001,0,1.3120000000000687
535,585,1001,0,1.2590000000000146
534,587,1001,0,0.6019999999999186
533,591,1001,0,1.5009999999999764
532,558,1001,0,1.8369999999999322
531,472,1001,0,1.6509999999999536
530,426,1001,0,1.75
529,391,1001,0,3.007000000000005
528,381,1001,0,2.094000000000051
527,381,1001,0,1.52699999999993
526,356,1001,0,2.9890000000000327
525,362,1001,0,1.9209999999999923
524,256,1001,0,2.4840000000000373
523,729,1001,0,2.268000000000029
522,689,1001,0,1.4500000000000455
521,639,1001,0,2.255999999999972
520,608,1001,0,1.6269999999999527
519,604,1001,0,0.5209999999999582
518,619,1001,0,1.1750000000000114
517,524,1001,0,1.5900000000000318
516,526,1001,0,2.073000000000036
515,532,1001,0,2.049000000000035
514,543,1001,0,2.1730000000000587
513,467,1001,0,1.9530000000000314
512,447,1001,0,3.7490000000000236
511,504,1001,0,2.184000000000026
510,518,1001,0,2.1830000000000496
509,525,1001,0,2.1620000000000346
508,491,1001,0,2.3920000000000528
507,475,1001,0,2.7099999999999795
506,411,1001,0,2.327000000000055
505,451,1001,0,2.7889999999999873
504,450,1001,0,3.726000000000056
503,436,1001,0,1.4259999999999877
502,408,1001,0,0.6029999999999518
501,475,1001,0,3.20900000000006
500,457,1001,0,2.644999999999982
499,481,1001,0,1.6860000000000355
498,487,1001,0,1.785000000000025
497,476,1001,0,2.5009999999999764
496,449,1001,0,1.1859999999999786
495,411,1001,0,1.7740000000000578
494,382,1001,0,1.9429999999999268
493,365,1001,0,1.2369999999999663
492,354,1001,0,1.74899999999991
491,331,1001,0,1.606999999999971
490,341,1001,0,1.3759999999999764
489,326,1001,0,1.3349999999999795
488,370,1001,0,1.3600000000000136
487,243,1001,0,1.8509999999999422
486,285,1001,0,2.4669999999999845
485,287,1001,0,1.7849999999999682
484,227,1001,0,3.319999999999993
483,232,1001,0,1.73599999999999
482,211,1001,0,2.2409999999999854
481,186,1001,0,1.93100000000004
480,191,1001,0,2.8619999999999663
479,174,1001,0,1.0470000000000823
478,184,1001,0,1.0649999999999977
477,241,1001,0,1.700999999999965
476,224,1001,0,1.3839999999999577
475,480,1001,0,1.1399999999999864
474,428,1001,0,1.811999999999955
473,385,1001,0,1.5570000000000732
472,363,1001,0,2.553999999999917
471,364,1001,0,1.0030000000000427
470,355,1001,0,0.9330000000000496
469,342,1001,0,2.2169999999999277
468,337,1001,0,2.170000000000016
467,307,1001,0,1.688000000000045
466,269,1001,0,-0.07000000000005002
465,668,1001,0,1.9940000000000282
464,597,1001,0,2.0600000000000023
463,564,1001,0,1.84699999999998
462,580,1001,0,2.156000000000006
461,557,1001,0,1.1539999999999964
460,559,1001,0,0.8780000000000427
459,554,1001,0,2.400000000000034
458,524,1001,0,1.507000000000005
457,523,1001,0,1.2870000000000914
456,499,1001,0,1.77800000000002
455,482,1001,0,1.6519999999999868
454,477,1001,0,1.6200000000000045
453,440,1001,0,1.9399999999999977
452,451,1001,0,0.83299999999997
451,435,1001,0,2.2830000000000155
450,424,1001,0,2.8629999999999427
449,434,1001,0,1.592999999999961
448,401,1001,0,2.23599999999999
447,426,1001,0,2.3209999999999695
446,418,1001,0,3.812000000000012
445,375,1001,0,3.5380000000000678
444,758,1001,0,1.4739999999999895
443,739,1001,0,2.4780000000000086
442,738,1001,0,1.9420000000000641
441,680,1001,0,1.5600000000000023
440,696,1001,0,0.33199999999999363
439,613,1001,0,1.1800000000000068
438,660,1001,0,1.4350000000000023
437,623,1001,0,1.5949999999999704
436,597,1001,0,1.5550000000000068
435,596,1001,0,1.6970000000000596
434,614,1001,0,1.7100000000000364
433,629,1001,0,1.8690000000000282
432,585,1001,0,1.7409999999999854
431,575,1001,0,3.024000000000001
430,541,1001,0,2.093999999999994
429,552,1001,0,1.6030000000000655
428,539,1001,0,1.391999999999996
427,498,1001,0,1.561999999999955
426,547,1001,0,1.8470000000000368
425,533,1001,0,0.5189999999999486
424,488,1001,0,1.2100000000000364
423,477,1001,0,1.2629999999999768
422,480,1001,0,1.1539999999999964
421,489,1001,0,3.1440000000000055
420,480,1001,0,2.6000000000000227
419,478,1001,0,2.8100000000000023
418,450,1001,0,1.0299999999999727
