Slice,Area,file,id_number,TxRed
190,401,0301,0,0.15499999999997272
189,366,0301,0,1.615000000000009
188,351,0301,0,3.3420000000000414
187,578,0301,0,1.7700000000000387
186,530,0301,0,-0.6820000000000164
185,449,0301,0,0.024999999999977263
184,413,0301,0,-0.031000000000062755
183,363,0301,0,-0.6389999999999532
182,346,0301,0,1.8659999999999854
181,555,0301,0,1.9339999999999122
180,529,0301,0,2.102999999999952
179,458,0301,0,3.035000000000025
178,411,0301,0,1.789000000000044
177,366,0301,0,1.0830000000000268
176,314,0301,0,1.0889999999999986
175,283,0301,0,-0.6709999999999923
174,503,0301,0,-0.9159999999999968
173,436,0301,0,0.4619999999999891
172,393,0301,0,2.9490000000000123
171,354,0301,0,2.70799999999997
170,306,0301,0,0.563000000000045
169,287,0301,0,2.055000000000007
168,494,0301,0,0.12999999999999545
167,435,0301,0,1.8949999999999818
166,383,0301,0,2.220999999999947
165,301,0301,0,2.474999999999966
164,498,0301,0,2.5319999999999254
163,436,0301,0,0.7849999999999682
162,361,0301,0,2.7360000000001037
161,295,0301,0,1.3280000000000314
160,486,0301,0,-0.41300000000006776
159,411,0301,0,2.25
158,378,0301,0,0.5959999999999468
157,347,0301,0,-0.5
156,274,0301,0,1.83299999999997
155,521,0301,0,1.5340000000000487
154,458,0301,0,1.7509999999999764
153,409,0301,0,-0.24500000000000455
152,383,0301,0,1.573000000000036
151,620,0301,0,1.5249999999999773
150,541,0301,0,2.3799999999999955
149,496,0301,0,0.8700000000000045
148,491,0301,0,1.802000000000021
147,418,0301,0,0.1330000000000382
146,412,0301,0,2.23599999999999
145,370,0301,0,2.343999999999994
144,669,0301,0,1.4990000000000236
143,614,0301,0,2.36099999999999
142,557,0301,0,2.494000000000028
141,500,0301,0,1.7160000000000082
140,462,0301,0,1.367999999999995
139,408,0301,0,2.1090000000000373
138,369,0301,0,2.245999999999981
137,653,0301,0,1.9820000000000277
136,627,0301,0,1.877999999999986
135,556,0301,0,2.180999999999983
134,513,0301,0,2.0159999999999627
133,449,0301,0,2.222000000000037
132,425,0301,0,2.3810000000000286
131,694,0301,0,3.0679999999999836
130,595,0301,0,0.7179999999999609
129,553,0301,0,2.1919999999999504
128,492,0301,0,3.940999999999974
127,465,0301,0,1.891999999999996
126,710,0301,0,3.747000000000071
125,649,0301,0,1.8859999999999673
124,595,0301,0,3.442000000000064
123,552,0301,0,0.016999999999939064
122,480,0301,0,-0.07199999999994589
121,881,0301,0,3.387999999999977
120,714,0301,0,1.1059999999999945
119,614,0301,0,3.227999999999952
118,707,0301,0,5.404000000000053
117,553,0301,0,0.18000000000000682
116,573,0301,0,2.0790000000000077
115,629,0301,0,3.7299999999999613
114,595,0301,0,2.4350000000000023
113,518,0301,0,-0.11700000000001864
112,556,0301,0,2.093999999999994
111,471,0301,0,1.0520000000000778
110,472,0301,0,1.2849999999999682
109,435,0301,0,1.143000000000029
108,399,0301,0,2.7439999999999714
107,372,0301,0,0.6179999999999382
106,327,0301,0,3.2399999999999523
105,532,0301,0,0.12400000000002365
104,482,0301,0,0.6229999999999336
103,474,0301,0,0.1330000000000382
102,490,0301,0,1.3140000000000214
101,476,0301,0,0.3870000000000573
100,414,0301,0,1.8140000000000214
99,389,0301,0,1.5810000000000173
98,408,0301,0,0.9519999999999982
97,396,0301,0,0.21199999999993224
96,326,0301,0,-0.03999999999996362
95,228,0301,0,2.2100000000000364
94,207,0301,0,1.0369999999999777
93,221,0301,0,4.197000000000003
92,195,0301,0,-0.68100000000004
91,195,0301,0,4.359000000000037
90,231,0301,0,2.0340000000000487
89,236,0301,0,4.349000000000046
88,243,0301,0,1.8769999999999527
