 ,Label,Area,Mean,XM,YM,Slice,LastIndex,PreviousCell,Background
1,ori_ph:0591-0194-0112:initial_folder_80_0590,889,786.745,112.054,195.621,591,1,2,783.694
2,ori_ph:0590-0181-0112:initial_folder_80_0589,846,790.818,112.195,181.521,590,0,3,783.290
3,ori_ph:0589-0147-0112:initial_folder_80_0588,788,796.948,111.925,147.534,589,0,4,783.438
4,ori_ph:0588-0148-0112:initial_folder_80_0587,776,797.978,112.027,148.946,588,0,5,783.998
5,ori_ph:0587-0150-0112:initial_folder_80_0586,704,797.205,111.779,151.011,587,0,6,791.496
6,ori_ph:0586-0158-0112:initial_folder_80_0585,1015,791.227,111.524,159.508,586,0,7,788.431
7,ori_ph:0585-0158-0111:initial_folder_80_0584,943,795.117,111.176,158.526,585,0,8,788.154
8,ori_ph:0584-0143-0111:initial_folder_80_0583,885,793.990,111.197,143.424,584,0,9,787.701
9,ori_ph:0583-0132-0111:initial_folder_80_0582,841,800.523,111.390,132.142,583,0,10,787.643
10,ori_ph:0582-0131-0111:initial_folder_80_0581,823,801.849,111.206,131.981,582,0,11,787.061
11,ori_ph:0581-0133-0111:initial_folder_80_0580,750,804.271,111.164,133.472,581,0,12,786.282
12,ori_ph:0580-0137-0111:initial_folder_80_0579,689,798.313,111.199,137.611,580,0,13,787.003
13,ori_ph:0579-0108-0111:initial_folder_80_0578,559,828.038,111.146,107.272,579,0,14,786.557
14,ori_ph:0578-0104-0114:initial_folder_80_0577,702,836.151,113.980,103.884,578,0,15,786.242
15,ori_ph:0577-0100-0114:initial_folder_80_0576,593,843.917,114.162,100.276,577,0,16,786.005
16,ori_ph:0576-0098-0114:initial_folder_80_0575,625,845.002,113.550,99.100,576,0,17,786.062
17,ori_ph:0575-0095-0114:initial_folder_80_0574,530,853.466,112.967,96.757,575,0,18,785.739
18,ori_ph:0574-0097-0112:initial_folder_80_0573,515,848.711,112.099,97.376,574,0,19,785.842
19,ori_ph:0573-0101-0112:initial_folder_80_0572,525,845.556,111.977,100.921,573,0,20,786.342
20,ori_ph:0572-0088-0114:initial_folder_80_0571,344,878.093,114.209,88.781,572,0,21,788.612
21,ori_ph:0571-0090-0114:initial_folder_80_0570,351,887.775,113.563,90.062,571,0,22,786.020
22,ori_ph:0570-0089-0113:initial_folder_80_0569,311,874.016,112.232,89.681,570,0,23,786.476
23,ori_ph:0569-0098-0114:initial_folder_80_0568,607,852.013,113.728,99.414,569,0,24,785.938
24,ori_ph:0568-0100-0116:initial_folder_80_0567,472,849.627,115.840,99.283,568,0,25,785.903
25,ori_ph:0567-0094-0116:initial_folder_80_0566,383,866.807,116.336,94.091,567,0,26,785.359
26,ori_ph:0566-0091-0116:initial_folder_80_0565,344,873.436,116.116,90.733,566,0,27,785.023
27,ori_ph:0565-0089-0116:initial_folder_80_0564,288,878.764,116.533,88.636,565,0,28,785.951
28,ori_ph:0564-0089-0116:initial_folder_80_0563,297,880.519,116.562,89.235,564,0,29,785.807
29,ori_ph:0563-0098-0115:initial_folder_80_0562,531,854.147,115.539,97.799,563,0,30,785.342
30,ori_ph:0562-0096-0116:initial_folder_80_0561,493,850.550,116.062,95.681,562,0,31,786.475
31,ori_ph:0561-0094-0116:initial_folder_80_0560,423,860.404,116.284,93.932,561,0,32,786.134
32,ori_ph:0560-0092-0116:initial_folder_80_0559,404,872.490,116.140,91.933,560,0,33,785.794
33,ori_ph:0559-0090-0111:initial_folder_80_0558,401,871.082,111.090,91.206,559,0,34,785.472
34,ori_ph:0558-0101-0108:initial_folder_80_0557,737,847.358,108.090,101.873,558,0,35,786.419
35,ori_ph:0557-0099-0106:initial_folder_80_0556,666,853.194,107.032,101.091,557,0,36,786.101
36,ori_ph:0556-0099-0106:initial_folder_80_0555,579,853.477,106.895,99.469,556,0,37,785.564
37,ori_ph:0555-0094-0107:initial_folder_80_0554,527,865.932,107.964,95.509,555,0,38,786.013
38,ori_ph:0554-0091-0107:initial_folder_80_0553,437,887.286,107.681,92.380,554,0,39,786.514
39,ori_ph:0553-0091-0106:initial_folder_80_0552,441,885.592,107.313,92.889,553,0,40,785.973
40,ori_ph:0552-0088-0107:initial_folder_80_0551,372,886.296,108.373,89.966,552,0,41,785.390
41,ori_ph:0551-0100-0114:initial_folder_80_0550,630,835.744,113.343,101.159,551,0,42,785.447
42,ori_ph:0550-0097-0114:initial_folder_80_0549,527,842.556,113.599,97.817,550,0,43,785.712
43,ori_ph:0549-0095-0114:initial_folder_80_0548,491,847.057,113.388,95.255,549,0,44,786.351
44,ori_ph:0548-0091-0114:initial_folder_80_0547,450,858.391,113.838,92.760,548,0,45,785.647
45,ori_ph:0547-0093-0114:initial_folder_80_0546,420,856.786,113.558,92.611,547,0,46,786.045
46,ori_ph:0546-0087-0114:initial_folder_80_0545,369,872.537,113.569,89.254,546,0,47,785.690
