Cp_con,YK0085
0.1,1.595
1.0,1.415
3.0,1.073
5.0,0.276
6.0,0.145
7.0,0.042
8.0,0.022000000000000002
9.0,0.013999999999999999
10.0,0.009000000000000001
11.0,0.006999999999999999
12.0,0.006999999999999999
13.0,0.006
14.0,0.006
15.0,0.005
100.0,0.003
1000.0,0.002
