Slice,Area,file,id_number,TxRed,YFP,integrated_old
448,2373,1412,1,248.79699999999997,234.03700000000003,234.03700000000003
447,2351,1412,1,251.28199999999998,226.62100000000004,226.62100000000004
446,2374,1412,1,251.466,223.44299999999993,223.44299999999993
445,2386,1412,1,247.6099999999999,223.20200000000006,223.20200000000006
444,2371,1412,1,250.813,222.60899999999998,222.60899999999998
443,2358,1412,1,252.93300000000005,226.52700000000004,226.52700000000004
442,2372,1412,1,252.89100000000002,225.22899999999998,225.22899999999998
441,2361,1412,1,254.43299999999994,223.76399999999995,223.76399999999995
440,2367,1412,1,253.28699999999992,225.06800000000004,225.06800000000004
439,2386,1412,1,255.8909999999999,224.875,224.875
438,2363,1412,1,257.9060000000001,225.711,225.711
437,2364,1412,1,257.21499999999986,227.20999999999992,227.20999999999992
436,2372,1412,1,261.94000000000005,225.21800000000007,225.21800000000007
435,2321,1412,1,265.4069999999999,227.68500000000006,227.68500000000006
434,2367,1412,1,261.801,227.6699999999999,227.6699999999999
433,2343,1412,1,262.372,227.836,227.836
432,2351,1412,1,265.953,233.18600000000004,233.18600000000004
431,2311,1412,1,266.3019999999999,231.32799999999992,231.32799999999992
430,2351,1412,1,264.94699999999995,230.29599999999994,230.29599999999994
429,2350,1412,1,268.42100000000005,230.96800000000007,230.96800000000007
428,2375,1412,1,270.61599999999993,233.69299999999998,233.69299999999998
427,2363,1412,1,268.8380000000001,232.433,232.433
426,2350,1412,1,268.39599999999996,231.80000000000007,231.80000000000007
425,2333,1412,1,273.364,231.58800000000002,231.58800000000002
424,2370,1412,1,272.23299999999995,231.78199999999998,231.78199999999998
423,2339,1412,1,274.5570000000001,233.735,233.735
422,2350,1412,1,273.88,233.89800000000002,233.89800000000002
421,2347,1412,1,275.689,237.195,237.195
420,2351,1412,1,275.01599999999996,234.7050000000001,234.7050000000001
419,2339,1412,1,276.82,233.58000000000004,233.58000000000004
418,2349,1412,1,280.80500000000006,233.51699999999994,233.51699999999994
417,2346,1412,1,276.95000000000005,233.58999999999997,233.58999999999997
