Cp_con,YK0136
0.1,1.465
1.0,1.469
10.0,1.415
50.0,1.412
80.0,1.3619999999999999
100.0,0.054000000000000006
120.0,0.009000000000000001
150.0,0.004
180.0,0.002
200.0,0.001
1000.0,0.001
