Slice,Area,file,id_number,TxRed,YFP
395,591,0933,3,194.32100000000005,110.81500000000003
394,550,0933,3,193.072,106.18299999999999
393,544,0933,3,195.04500000000007,109.64500000000001
392,591,0933,3,189.03699999999998,110.73199999999997
391,609,0933,3,195.90400000000002,109.76299999999998
390,647,0933,3,196.91900000000004,114.03900000000002
389,670,0933,3,196.529,111.80699999999999
388,703,0933,3,196.87400000000002,116.20299999999997
387,713,0933,3,197.46400000000003,113.59499999999997
386,759,0933,3,199.612,110.15700000000001
385,727,0933,3,193.952,109.96099999999998
384,833,0933,3,192.35000000000005,110.268
383,795,0933,3,193.14,109.434
382,782,0933,3,197.27599999999998,112.761
381,793,0933,3,200.54500000000002,109.975
380,795,0933,3,201.21800000000002,112.45600000000002
379,826,0933,3,205.01199999999997,110.339
378,867,0933,3,203.10799999999998,113.51399999999998
377,856,0933,3,202.51000000000002,113.15999999999997
376,855,0933,3,206.137,109.481
375,903,0933,3,207.93699999999998,111.73500000000001
374,865,0933,3,204.60600000000002,111.24699999999999
373,881,0933,3,204.274,113.965
372,871,0933,3,207.62100000000004,110.48000000000002
371,862,0933,3,211.781,113.16899999999998
370,881,0933,3,212.92499999999995,109.906
369,878,0933,3,215.966,108.94200000000001
368,884,0933,3,213.67900000000003,110.214
367,915,0933,3,215.75899999999996,109.537
366,894,0933,3,220.23,111.10599999999997
365,872,0933,3,218.52300000000002,115.59799999999998
364,882,0933,3,225.698,114.10899999999998
363,871,0933,3,221.76100000000002,113.34699999999998
362,872,0933,3,220.00799999999995,112.33099999999996
361,864,0933,3,227.635,114.40400000000002
360,890,0933,3,231.93599999999998,119.02199999999999
359,932,0933,3,227.12200000000004,114.77399999999997
358,934,0933,3,232.676,118.656
357,904,0933,3,231.382,114.375
356,903,0933,3,233.03799999999995,115.62400000000002
355,907,0933,3,234.176,116.75
354,909,0933,3,235.49300000000002,119.863
353,885,0933,3,242.12799999999996,117.92200000000003
352,889,0933,3,237.68000000000004,114.088
351,916,0933,3,242.982,113.62199999999999
350,919,0933,3,251.67600000000004,120.344
349,928,0933,3,247.32,117.75999999999999
348,950,0933,3,245.554,112.49000000000001
347,948,0933,3,245.90199999999996,115.07300000000001
346,904,0933,3,247.93200000000004,116.49900000000002
345,954,0933,3,249.10299999999995,116.965
344,910,0933,3,248.26600000000005,113.75299999999999
343,925,0933,3,245.72399999999996,116.084
342,932,0933,3,249.954,113.358
341,926,0933,3,254.06500000000003,112.69
340,942,0933,3,250.36100000000002,113.28
339,928,0933,3,258.194,117.45499999999996
338,931,0933,3,252.93600000000004,113.60900000000001
337,959,0933,3,257.137,114.971
336,950,0933,3,258.993,120.16499999999999
335,948,0933,3,258.723,118.293
334,912,0933,3,262.572,116.58499999999998
333,900,0933,3,260.642,117.18100000000004
332,882,0933,3,256.545,119.94099999999997
331,899,0933,3,258.827,121.358
330,877,0933,3,259.83200000000005,118.27200000000002
329,880,0933,3,259.48400000000004,118.536
328,931,0933,3,256.51300000000003,113.71600000000004
327,955,0933,3,261.986,116.70200000000003
326,928,0933,3,262.709,116.32400000000001
325,904,0933,3,264.76499999999993,115.31700000000001
324,932,0933,3,258.20500000000004,114.031
323,914,0933,3,263.373,107.678
322,929,0933,3,266.30000000000007,117.82300000000001
321,912,0933,3,267.026,115.80699999999999
320,905,0933,3,271.873,116.025
319,959,0933,3,267.52600000000007,115.881
318,919,0933,3,270.6909999999999,118.09199999999998
317,917,0933,3,272.472,116.68299999999999
316,943,0933,3,276.765,117.423
315,909,0933,3,288.177,124.33599999999996
314,941,0933,3,273.839,123.17999999999998
313,918,0933,3,279.119,116.31100000000004
312,931,0933,3,276.145,122.07300000000001
311,932,0933,3,278.16599999999994,123.47000000000003
310,943,0933,3,278.371,120.041
309,976,0933,3,283.15700000000004,118.846
308,943,0933,3,284.482,123.46300000000002
307,949,0933,3,284.241,118.95199999999997
306,913,0933,3,284.34799999999996,116.03399999999999
305,936,0933,3,287.276,117.42599999999999
304,941,0933,3,281.5809999999999,118.43900000000002
303,995,0933,3,281.63200000000006,113.96200000000002
302,927,0933,3,291.095,117.55399999999997
301,983,0933,3,294.192,121.39399999999998
300,1003,0933,3,286.14099999999996,115.00399999999999
299,960,0933,3,298.36300000000006,119.16100000000003
298,999,0933,3,289.90099999999995,116.207
297,976,0933,3,299.18000000000006,121.04299999999998
296,930,0933,3,295.528,121.12299999999999
295,945,0933,3,294.536,119.05199999999996
294,976,0933,3,294.452,120.315
293,1013,0933,3,294.91200000000003,120.10500000000002
292,946,0933,3,297.895,124.25899999999999
291,989,0933,3,295.88800000000003,119.96399999999997
290,970,0933,3,301.223,119.17099999999999
289,978,0933,3,304.6479999999999,121.064
288,948,0933,3,305.245,121.62300000000002
287,992,0933,3,303.80400000000003,119.97899999999998
286,961,0933,3,302.13800000000003,114.73099999999997
285,919,0933,3,307.46,121.06099999999998
284,995,0933,3,301.573,117.14600000000004
283,991,0933,3,307.50700000000006,118.362
282,977,0933,3,308.462,118.98999999999998
281,1024,0933,3,306.34399999999994,118.81300000000002
280,978,0933,3,310.95500000000004,127.41499999999999
279,932,0933,3,314.288,125.424
278,980,0933,3,306.66200000000003,117.03200000000001
277,1003,0933,3,310.894,119.37899999999999
276,958,0933,3,314.466,120.9
275,1004,0933,3,318.946,121.63399999999999
274,974,0933,3,318.758,123.69399999999999
273,977,0933,3,319.508,120.39700000000002
272,1030,0933,3,309.137,122.119
271,1036,0933,3,317.404,120.19200000000001
270,1006,0933,3,308.65200000000004,121.83600000000001
269,1019,0933,3,315.19000000000005,117.83599999999998
268,1015,0933,3,320.197,121.28999999999999
267,1035,0933,3,311.903,123.07700000000003
266,1020,0933,3,320.222,120.94600000000003
265,1004,0933,3,321.98500000000007,121.55000000000001
264,1004,0933,3,325.278,126.59299999999999
263,1006,0933,3,323.35300000000007,120.01599999999999
262,1032,0933,3,320.986,119.495
261,1001,0933,3,332.97299999999996,124.435
260,1020,0933,3,333.159,124.452
259,1012,0933,3,337.528,123.84500000000003
258,991,0933,3,330.969,124.08099999999999
257,1031,0933,3,335.68500000000006,125.75599999999997
256,1030,0933,3,334.41600000000005,121.41000000000003
255,1042,0933,3,330.57800000000003,122.826
254,1041,0933,3,332.16700000000003,121.08999999999997
253,1021,0933,3,342.398,124.869
252,1019,0933,3,346.563,125.59800000000001
251,1020,0933,3,348.73,128.54500000000002
250,1052,0933,3,347.663,126.356
249,1034,0933,3,349.097,127.49499999999998
248,1048,0933,3,353.324,129.39300000000003
247,1031,0933,3,349.33299999999997,130.79100000000003
246,1047,0933,3,345.85299999999995,129.34799999999998
245,1006,0933,3,356.268,136.87
244,1039,0933,3,360.96900000000005,131.062
243,1053,0933,3,362.89099999999996,134.887
242,1084,0933,3,366.477,132.60600000000002
241,1025,0933,3,359.19999999999993,134.699
240,1004,0933,3,371.71000000000004,134.39100000000005
239,1060,0933,3,373.12,136.66199999999998
238,1059,0933,3,369.0419999999999,141.99099999999999
237,1027,0933,3,376.06399999999996,137.301
236,1040,0933,3,369.6299999999999,139.907
235,1020,0933,3,379.99800000000005,142.106
234,1059,0933,3,370.65599999999995,142.305
233,1060,0933,3,374.94699999999995,144.085
232,1065,0933,3,378.04999999999995,138.62299999999996
231,1059,0933,3,377.28700000000003,143.98299999999998
230,1036,0933,3,379.212,143.88500000000002
229,1060,0933,3,385.07000000000005,147.183
228,1092,0933,3,380.86899999999997,145.35799999999998
227,1088,0933,3,384.369,149.01000000000005
226,1050,0933,3,396.64199999999994,150.09699999999998
225,1089,0933,3,392.37300000000005,151.62099999999998
224,1053,0933,3,394.30899999999997,152.73999999999995
223,1049,0933,3,395.98599999999993,152.007
222,1071,0933,3,408.347,158.38800000000003
221,1068,0933,3,403.769,155.98000000000002
220,1082,0933,3,406.81999999999994,159.88600000000002
219,1050,0933,3,405.0440000000001,160.31
218,1073,0933,3,410.38800000000003,159.41
217,1078,0933,3,417.182,157.982
216,1047,0933,3,412.45300000000003,155.50300000000001
215,1088,0933,3,416.615,163.04799999999997
214,1078,0933,3,416.76699999999994,161.581
213,1115,0933,3,415.35299999999995,163.22
212,1093,0933,3,415.3330000000001,165.36400000000003
211,1105,0933,3,417.956,162.125
210,1075,0933,3,416.903,165.711
209,1088,0933,3,419.544,167.103
208,1093,0933,3,427.35799999999995,164.93499999999997
207,1060,0933,3,415.7420000000001,170.56900000000005
206,1093,0933,3,420.24800000000005,164.16399999999996
205,1107,0933,3,422.08000000000004,167.94899999999996
204,1091,0933,3,421.468,167.42799999999997
203,1077,0933,3,429.8979999999999,170.27999999999997
202,1078,0933,3,433.54999999999995,173.36599999999996
201,1094,0933,3,427.936,168.03799999999998
200,1046,0933,3,433.44999999999993,172.02700000000004
199,1105,0933,3,423.26399999999995,169.93300000000002
198,1064,0933,3,423.38800000000003,169.11899999999997
197,1053,0933,3,435.75699999999995,173.922
196,1075,0933,3,439.0060000000001,174.98999999999998
195,1098,0933,3,429.45500000000004,169.83299999999997
194,1021,0933,3,434.996,171.805
193,1038,0933,3,437.621,177.885
192,1057,0933,3,432.15,174.616
191,1043,0933,3,434.31600000000003,176.04499999999996
190,1042,0933,3,437.803,176.98700000000002
189,1038,0933,3,431.46399999999994,175.52500000000003
188,1028,0933,3,443.582,180.185
187,999,0933,3,437.31899999999996,181.204
186,1046,0933,3,438.012,183.649
185,1041,0933,3,435.73400000000004,177.34800000000004
184,1014,0933,3,443.1,176.895
183,1044,0933,3,438.7710000000001,182.548
182,1037,0933,3,441.947,182.86900000000003
181,1000,0933,3,450.47,178.31899999999996
180,1022,0933,3,438.13500000000005,187.925
179,1013,0933,3,446.736,183.16199999999998
178,991,0933,3,443.53,184.68200000000002
177,1014,0933,3,444.06200000000007,181.54599999999996
176,997,0933,3,444.6500000000001,185.71200000000002
175,1042,0933,3,438.904,184.24200000000002
174,1039,0933,3,438.21500000000003,183.44700000000003
173,1024,0933,3,435.80499999999995,184.84799999999998
172,1046,0933,3,440.39500000000004,186.504
171,1064,0933,3,429.137,180.94700000000003
170,1004,0933,3,427.91099999999994,176.946
169,1006,0933,3,428.193,182.53399999999996
168,1024,0933,3,431.566,185.294
167,1044,0933,3,431.327,188.04499999999996
166,1021,0933,3,433.97800000000007,184.09099999999998
165,1012,0933,3,430.17499999999995,183.43299999999996
164,1034,0933,3,428.93000000000006,181.32199999999997
163,1040,0933,3,430.639,184.622
162,1009,0933,3,432.00200000000007,188.06599999999997
161,1027,0933,3,426.07899999999995,176.416
160,1010,0933,3,435.87799999999993,183.48400000000004
159,1032,0933,3,426.08399999999995,178.62099999999998
158,1049,0933,3,425.908,183.969
157,1014,0933,3,426.59900000000005,181.77200000000002
156,1047,0933,3,424.45399999999995,179.421
155,1027,0933,3,427.4839999999999,179.726
154,1021,0933,3,427.27699999999993,183.88899999999998
153,1025,0933,3,420.491,187.96699999999996
152,1058,0933,3,423.496,184.45600000000005
151,970,0933,3,365.039,164.20000000000005
150,956,0933,3,366.92300000000006,162.98799999999997
149,950,0933,3,369.63100000000003,160.611
148,914,0933,3,373.366,164.04700000000003
147,947,0933,3,367.14799999999997,163.244
146,948,0933,3,369.147,162.02800000000002
145,918,0933,3,370.206,170.101
144,920,0933,3,382.857,173.741
143,947,0933,3,375.982,172.82199999999997
142,958,0933,3,370.038,171.216
141,899,0933,3,372.72400000000005,174.23999999999998
140,950,0933,3,380.18699999999995,171.388
139,912,0933,3,373.642,170.037
138,938,0933,3,386.94900000000007,172.16300000000004
137,931,0933,3,377.0830000000001,170.60399999999998
136,935,0933,3,379.356,172.10999999999999
135,948,0933,3,374.9419999999999,171.79900000000004
134,961,0933,3,369.048,174.06799999999998
133,917,0933,3,375.05000000000007,172.59199999999996
132,909,0933,3,367.23,170.02400000000003
131,937,0933,3,371.5880000000001,171.188
130,911,0933,3,383.11,180.84000000000003
129,921,0933,3,384.274,177.71799999999996
128,918,0933,3,377.003,181.06500000000003
127,917,0933,3,374.48500000000007,185.057
126,894,0933,3,383.293,180.51
125,910,0933,3,374.42800000000005,184.72199999999998
124,897,0933,3,381.73300000000006,181.66099999999997
123,892,0933,3,383.288,186.70100000000002
122,877,0933,3,385.19800000000004,185.33199999999997
121,893,0933,3,380.361,187.08999999999997
120,903,0933,3,379.148,185.293
119,892,0933,3,379.67699999999996,185.53299999999996
118,866,0933,3,376.394,188.091
117,851,0933,3,377.3570000000001,190.909
116,855,0933,3,378.6379999999999,198.224
115,844,0933,3,383.962,197.64700000000002
114,854,0933,3,391.087,196.453
113,880,0933,3,381.5,199.66599999999997
112,837,0933,3,380.92999999999995,199.427
111,849,0933,3,386.26099999999997,198.181
110,836,0933,3,378.1790000000001,203.587
109,876,0933,3,368.11,199.48100000000002
108,860,0933,3,374.90299999999996,204.805
107,865,0933,3,375.93899999999996,199.27800000000002
106,860,0933,3,377.697,202.11000000000007
105,862,0933,3,359.542,206.09500000000003
104,834,0933,3,367.02500000000003,212.751
103,843,0933,3,354.788,204.65300000000002
102,857,0933,3,360.38800000000003,208.93399999999997
101,800,0933,3,360.38200000000006,213.1
100,812,0933,3,356.72800000000007,208.02700000000002
99,796,0933,3,356.543,213.094
98,776,0933,3,356.606,218.60400000000004
97,786,0933,3,343.59999999999997,221.32999999999996
96,801,0933,3,336.899,221.59499999999997
95,794,0933,3,338.596,224.88400000000001
94,757,0933,3,341.59799999999996,229.57200000000003
93,761,0933,3,344.534,228.019
92,750,0933,3,335.256,234.56799999999998
91,757,0933,3,335.041,233.59199999999998
90,755,0933,3,335.339,238.61400000000003
89,748,0933,3,327.27700000000004,239.288
88,735,0933,3,317.104,236.148
87,716,0933,3,319.03,244.10999999999999
86,735,0933,3,302.09700000000004,238.78700000000003
85,711,0933,3,303.03,245.51000000000002
84,668,0933,3,292.75199999999995,245.806
83,692,0933,3,296.49199999999996,258.052
82,673,0933,3,288.95599999999996,253.909
81,672,0933,3,277.626,260.158
80,641,0933,3,272.19599999999997,246.11500000000004
79,641,0933,3,264.028,260.74600000000004
78,632,0933,3,239.01400000000004,241.66399999999996
77,615,0933,3,244.93699999999995,268.247
76,595,0933,3,227.05199999999996,251.21699999999996
75,591,0933,3,234.89100000000002,259.225
74,573,0933,3,223.958,260.619
73,567,0933,3,210.287,251.031
72,529,0933,3,209.63000000000002,269.86699999999996
71,515,0933,3,206.298,261.19
70,488,0933,3,199.385,253.70999999999995
69,493,0933,3,177.495,248.24500000000003
68,431,0933,3,172.52800000000002,248.45399999999995
67,433,0933,3,170.03799999999998,243.009
66,886,0933,3,190.77999999999997,304.078
65,824,0933,3,191.44799999999998,283.613
64,689,0933,3,180.791,255.05200000000002
63,592,0933,3,177.73600000000005,264.58099999999996
62,528,0933,3,186.65600000000003,274.06500000000005
61,886,0933,3,201.573,297.51
60,814,0933,3,200.736,303.5400000000001
59,787,0933,3,191.95900000000003,299.658
58,667,0933,3,197.02900000000005,301.524
57,649,0933,3,193.438,295.78200000000004
56,586,0933,3,195.26100000000002,294.11600000000004
55,543,0933,3,189.84099999999995,281.351
54,506,0933,3,192.931,273.68899999999996
53,440,0933,3,181.576,271.31100000000004
52,411,0933,3,177.01800000000003,261.784
51,762,0933,3,183.283,271.337
50,652,0933,3,189.39100000000002,285.914
49,573,0933,3,189.60300000000007,280.134
48,533,0933,3,190.24900000000002,276.59299999999996
47,490,0933,3,195.465,285.606
46,440,0933,3,195.91999999999996,272.431
45,433,0933,3,192.55200000000002,274.147
44,730,0933,3,203.03800000000007,311.18399999999997
43,651,0933,3,205.188,309.31399999999996
42,594,0933,3,196.446,298.28900000000004
41,539,0933,3,196.692,292.573
40,514,0933,3,192.05100000000002,294.097
39,474,0933,3,185.50300000000004,277.807
38,765,0933,3,192.48999999999998,293.686
37,725,0933,3,184.17399999999998,291.378
36,650,0933,3,186.18599999999995,278.695
35,597,0933,3,195.58,281.11300000000006
34,452,0933,3,207.87400000000002,281.84099999999995
33,395,0933,3,207.615,289.545
32,356,0933,3,209.57100000000003,273.73400000000004
31,664,0933,3,208.328,295.204
30,561,0933,3,217.02499999999998,304.377
29,545,0933,3,217.22099999999998,296.73699999999997
28,525,0933,3,211.35399999999998,288.84299999999996
27,510,0933,3,200.63000000000005,273.951
26,786,0933,3,207.41699999999997,295.62
25,723,0933,3,208.22699999999998,291.40799999999996
24,715,0933,3,203.81,285.3420000000001
23,634,0933,3,206.233,306.612
22,944,0933,3,213.826,302.38899999999995
21,828,0933,3,216.714,312.624
20,741,0933,3,220.30700000000002,299.544
19,672,0933,3,231.694,309.739
18,593,0933,3,240.925,300.649
17,477,0933,3,253.157,329.963
16,485,0933,3,242.34899999999996,329.88
15,466,0933,3,224.825,312.597
14,808,0933,3,193.74199999999996,294.22400000000005
13,738,0933,3,185.11399999999995,284.764
12,613,0933,3,195.909,301.24199999999996
11,544,0933,3,199.16899999999998,297.801
10,467,0933,3,184.541,286.32099999999997
9,489,0933,3,176.679,269.231
8,758,0933,3,195.062,286.365
7,617,0933,3,205.85500000000002,298.014
6,599,0933,3,198.98099999999997,292.52600000000007
5,851,0933,3,208.3,293.22399999999993
4,671,0933,3,225.83999999999995,317.879
3,610,0933,3,211.91600000000005,302.88700000000006
2,547,0933,3,214.15800000000002,280.632
1,508,0933,3,217.26599999999996,279.641
