Cp_con,YK0136
0.1,1.464
1.0,1.4669999999999999
10.0,1.504
50.0,1.4269999999999998
80.0,1.426
100.0,0.8740000000000001
120.0,0.04
150.0,0.021
180.0,0.003
200.0,0.002
1000.0,0.001
