 ,Label,Area,Mean,XM,YM,Slice,LastIndex,PreviousCell,Background
1,ori_YFP:0429-0446-0129:initial_folder_30_0428,607,518.865,129.167,445.483,429,1,2,149.679
2,ori_YFP:0428-0446-0129:initial_folder_30_0427,591,518.745,129.461,445.605,428,0,3,149.919
3,ori_YFP:0427-0447-0130:initial_folder_30_0426,567,529.406,129.608,447.391,427,0,4,150.287
4,ori_YFP:0426-0447-0129:initial_folder_30_0425,542,533.609,129.165,447.467,426,0,5,151.685
5,ori_YFP:0425-0447-0128:initial_folder_30_0424,533,521.390,129.218,447.709,425,0,6,148.083
6,ori_YFP:0424-0449-0128:initial_folder_30_0423,512,534.057,128.786,448.903,424,0,7,147.879
7,ori_YFP:0423-0449-0128:initial_folder_30_0422,503,524.034,128.666,449.323,423,0,8,146.907
8,ori_YFP:0422-0450-0128:initial_folder_30_0421,478,522.845,128.293,450.349,422,0,9,148.995
9,ori_YFP:0421-0451-0128:initial_folder_30_0420,457,528.641,128.347,451.098,421,0,10,148.290
10,ori_YFP:0420-0451-0128:initial_folder_30_0419,460,532.063,128.604,451.344,420,0,11,147.852
11,ori_YFP:0419-0451-0128:initial_folder_30_0418,447,529.208,128.487,451.883,419,0,12,147.312
12,ori_YFP:0418-0451-0128:initial_folder_30_0417,429,516.949,127.921,451.611,418,0,13,148.786
13,ori_YFP:0417-0451-0128:initial_folder_30_0416,416,534.373,127.587,451.286,417,0,14,151.887
14,ori_YFP:0416-0436-0129:initial_folder_30_0415,774,539.685,128.060,436.849,416,0,15,150.594
15,ori_YFP:0415-0438-0129:initial_folder_30_0414,761,534.289,128.288,439.388,415,0,16,148.286
16,ori_YFP:0414-0442-0129:initial_folder_30_0413,744,539.492,128.098,442.359,414,0,17,150.712
17,ori_YFP:0413-0443-0129:initial_folder_30_0412,709,538.412,128.045,443.736,413,0,18,150.289
18,ori_YFP:0412-0444-0128:initial_folder_30_0411,689,539.804,127.928,444.878,412,0,19,150.138
19,ori_YFP:0411-0445-0129:initial_folder_30_0410,663,546.483,127.991,445.524,411,0,20,151.054
